"grid","level","seed","method","Type_I_error","Power","secs"
"typeI_balance","balanced",200,"ComBat_seq",0.013490099009901,NA,37.2
"typeI_balance","same_imbalance",200,"ComBat_seq",0.0462252475247525,NA,34.4
"typeI_balance","opp_imbalance",200,"ComBat_seq",0.0909653465346535,NA,34.5
"typeI_balance","half_imbalance",200,"ComBat_seq",0.0301980198019802,NA,32.6
"power_size","5",200,"ComBat_seq",0.0737994350282486,0.3225,23.5
"power_size","10",200,"ComBat_seq",0.0130649717514124,0.453,34.4
"power_size","30",200,"ComBat_seq",0.0122175141242938,0.7505,67.1
"power_size","50",200,"ComBat_seq",0.0382062146892655,0.8105,103.9
"power_balance","balanced",200,"ComBat_seq",0.0382062146892655,0.79,98.3
"power_balance","same_imbalance",200,"ComBat_seq",0.015819209039548,0.805,100.1
"power_balance","opp_imbalance",200,"ComBat_seq",0.374717514124294,0.7465,102
"power_balance","half_imbalance",200,"ComBat_seq",0.167443502824859,0.921,99.9
"power_effect","0.3",200,"ComBat_seq",0.039406779661017,0.35,100.1
"power_effect","0.5",200,"ComBat_seq",0.0394774011299435,0.576,100.4
"power_effect","0.7",200,"ComBat_seq",0.0393361581920904,0.7005,100.4
"power_effect","1",200,"ComBat_seq",0.0382062146892655,0.8105,100.1
