"grid","level","seed","method","Type_I_error","Power","secs"
"typeI_balance","balanced",176,"XPN",0.0421410891089109,NA,103.9
"typeI_balance","same_imbalance",176,"XPN",0.0918935643564356,NA,103
"typeI_balance","opp_imbalance",176,"XPN",0.0303217821782178,NA,102.9
"typeI_balance","half_imbalance",176,"XPN",0.0463490099009901,NA,103.2
"power_size","5",176,"XPN",0.0353813559322034,0.3485,66.9
"power_size","10",176,"XPN",0.0465395480225989,0.5935,101.6
"power_size","30",176,"XPN",0.0437146892655367,0.864,205.2
"power_size","50",176,"XPN",0.0574152542372881,0.9345,265.8
"power_balance","balanced",176,"XPN",0.0556497175141243,0.9245,272.5
"power_balance","same_imbalance",176,"XPN",0.018361581920904,0.9295,269.8
"power_balance","opp_imbalance",176,"XPN",0.0350988700564972,0.9055,253.9
"power_balance","half_imbalance",176,"XPN",0.0315677966101695,0.9285,258.1
"power_effect","0.3",176,"XPN",0.0468926553672316,0.456,266.6
"power_effect","0.5",176,"XPN",0.0471751412429379,0.701,264
"power_effect","0.7",176,"XPN",0.053319209039548,0.85,271.4
"power_effect","1",176,"XPN",0.0574152542372881,0.9345,266.2
