"grid","level","seed","method","Type_I_error","Power","secs"
"typeI_balance","balanced",112,"MMR",0.0566212871287129,NA,17.2
"typeI_balance","balanced",112,"MNN",0.0456064356435644,NA,17.3
"typeI_balance","balanced",112,"ComBat_seq",0.0332920792079208,NA,25.8
"typeI_balance","balanced",112,"ComBat",0.0560024752475248,NA,21.2
"typeI_balance","balanced",112,"limma",0.0639232673267327,NA,13.9
"typeI_balance","balanced",112,"RNABC",0.0649133663366337,NA,17.2
"typeI_balance","same_imbalance",112,"MMR",0.0344678217821782,NA,13.7
"typeI_balance","same_imbalance",112,"MNN",0.0310643564356436,NA,15.5
"typeI_balance","same_imbalance",112,"ComBat_seq",0.0193688118811881,NA,23.1
"typeI_balance","same_imbalance",112,"ComBat",0.0313737623762376,NA,18.2
"typeI_balance","same_imbalance",112,"limma",0.0387376237623762,NA,13.9
"typeI_balance","same_imbalance",112,"RNABC",0.0409034653465347,NA,14
"typeI_balance","opp_imbalance",112,"MMR",0.0613242574257426,NA,13.9
"typeI_balance","opp_imbalance",112,"MNN",0.0339727722772277,NA,16.4
"typeI_balance","opp_imbalance",112,"ComBat_seq",0.116831683168317,NA,19.5
"typeI_balance","opp_imbalance",112,"ComBat",0.0810643564356436,NA,14
"typeI_balance","opp_imbalance",112,"limma",0.0454826732673267,NA,12.4
"typeI_balance","opp_imbalance",112,"RNABC",0.0439356435643564,NA,12.6
"typeI_balance","half_imbalance",112,"MMR",0.0395420792079208,NA,13
"typeI_balance","half_imbalance",112,"MNN",0.0478960396039604,NA,12
"typeI_balance","half_imbalance",112,"ComBat_seq",0.0252475247524752,NA,19
"typeI_balance","half_imbalance",112,"ComBat",0.0413985148514852,NA,14.3
"typeI_balance","half_imbalance",112,"limma",0.0491336633663366,NA,11.9
"typeI_balance","half_imbalance",112,"RNABC",0.0495049504950495,NA,12.5
"power_size","5",112,"MMR",0.00875706214689266,0.282,9
"power_size","5",112,"MNN",0.0222457627118644,0.1,8.8
"power_size","5",112,"ComBat_seq",0.00727401129943503,0.2215,13.7
"power_size","5",112,"ComBat",0.0122881355932203,0.373,8.4
"power_size","5",112,"limma",0.0175847457627119,0.4055,8.5
"power_size","5",112,"RNABC",0.0188559322033898,0.3775,9.4
"power_size","10",112,"MMR",0.0377118644067797,0.4475,13.6
"power_size","10",112,"MNN",0.0470338983050847,0.3445,12.8
"power_size","10",112,"ComBat_seq",0.0313559322033898,0.4,17.9
"power_size","10",112,"ComBat",0.0574152542372881,0.5445,12.9
"power_size","10",112,"limma",0.0661723163841808,0.5885,11.5
"power_size","10",112,"RNABC",0.0574858757062147,0.6045,11.4
"power_size","30",112,"MMR",0.00451977401129944,0.653,22.1
"power_size","30",112,"MNN",0.0240819209039548,0.628,27.3
"power_size","30",112,"ComBat_seq",0.00826271186440678,0.713,50.2
"power_size","30",112,"ComBat",0.0184322033898305,0.8145,27
"power_size","30",112,"limma",0.0242937853107345,0.877,24.3
"power_size","30",112,"RNABC",0.0232344632768362,0.867,23.8
"power_size","50",112,"MMR",0.0125706214689266,0.7695,34.7
"power_size","50",112,"MNN",0.197104519774011,0.7735,39.4
"power_size","50",112,"ComBat_seq",0.0179378531073446,0.8075,66.9
"power_size","50",112,"ComBat",0.0413135593220339,0.9015,34.1
"power_size","50",112,"limma",0.0530367231638418,0.9505,36.2
"power_size","50",112,"RNABC",0.0420197740112994,0.9475,37.6
"power_balance","balanced",112,"MMR",0.0127824858757062,0.739,35.3
"power_balance","balanced",112,"MNN",0.173093220338983,0.7835,38.2
"power_balance","balanced",112,"ComBat_seq",0.0180790960451977,0.789,69.7
"power_balance","balanced",112,"ComBat",0.040183615819209,0.889,33.2
"power_balance","balanced",112,"limma",0.0521186440677966,0.937,33.2
"power_balance","balanced",112,"RNABC",0.0425847457627119,0.936,34.2
"power_balance","same_imbalance",112,"MMR",0.0187146892655367,0.711,31.8
"power_balance","same_imbalance",112,"MNN",0.134463276836158,0.8055,43.3
"power_balance","same_imbalance",112,"ComBat_seq",0.0184322033898305,0.756,92
"power_balance","same_imbalance",112,"ComBat",0.0330508474576271,0.871,37.3
"power_balance","same_imbalance",112,"limma",0.0403248587570621,0.9295,37
"power_balance","same_imbalance",112,"RNABC",0.0322033898305085,0.9315,36.6
"power_balance","opp_imbalance",112,"MMR",0.121398305084746,0.6495,31.3
"power_balance","opp_imbalance",112,"MNN",0.261158192090395,0.7835,37.9
"power_balance","opp_imbalance",112,"ComBat_seq",0.372245762711864,0.7315,63.3
"power_balance","opp_imbalance",112,"ComBat",0.235734463276836,0.845,36.8
"power_balance","opp_imbalance",112,"limma",0.0586864406779661,0.911,34.6
"power_balance","opp_imbalance",112,"RNABC",0.0354519774011299,0.914,36.8
"power_balance","half_imbalance",112,"MMR",0.0464689265536723,0.7175,34.7
"power_balance","half_imbalance",112,"MNN",0.231002824858757,0.7475,37.2
"power_balance","half_imbalance",112,"ComBat_seq",0.203319209039548,0.8875,61.2
"power_balance","half_imbalance",112,"ComBat",0.114124293785311,0.9345,33.6
"power_balance","half_imbalance",112,"limma",0.0589689265536723,0.9295,32.6
"power_balance","half_imbalance",112,"RNABC",0.0455508474576271,0.9315,32.1
"power_effect","0.3",112,"MMR",0.0132768361581921,0.3035,29.9
"power_effect","0.3",112,"MNN",0.0916666666666667,0.2805,33
"power_effect","0.3",112,"ComBat_seq",0.0180790960451977,0.277,57.5
"power_effect","0.3",112,"ComBat",0.0375706214689266,0.4475,31
"power_effect","0.3",112,"limma",0.0478813559322034,0.4565,31.3
"power_effect","0.3",112,"RNABC",0.0658898305084746,0.4865,31
"power_effect","0.5",112,"MMR",0.013135593220339,0.494,28.5
"power_effect","0.5",112,"MNN",0.126271186440678,0.472,32.8
"power_effect","0.5",112,"ComBat_seq",0.0180084745762712,0.523,58.9
"power_effect","0.5",112,"ComBat",0.0379237288135593,0.6505,30.9
"power_effect","0.5",112,"limma",0.0485875706214689,0.695,29.1
"power_effect","0.5",112,"RNABC",0.0516949152542373,0.71,30.3
"power_effect","0.7",112,"MMR",0.0125,0.642,29
"power_effect","0.7",112,"MNN",0.13771186440678,0.634,31.9
"power_effect","0.7",112,"ComBat_seq",0.0178672316384181,0.6695,56.3
"power_effect","0.7",112,"ComBat",0.0385593220338983,0.7945,31.8
"power_effect","0.7",112,"limma",0.0502118644067797,0.8515,28.9
"power_effect","0.7",112,"RNABC",0.0451271186440678,0.8595,30
"power_effect","1",112,"MMR",0.0125706214689266,0.7695,28.2
"power_effect","1",112,"MNN",0.197104519774011,0.7735,32
"power_effect","1",112,"ComBat_seq",0.0179378531073446,0.8075,56.2
"power_effect","1",112,"ComBat",0.0413135593220339,0.9015,29.3
"power_effect","1",112,"limma",0.0530367231638418,0.9505,29.8
"power_effect","1",112,"RNABC",0.0420197740112994,0.9475,30.1
