"grid","level","seed","method","Type_I_error","Power","secs"
"typeI_balance","balanced",187,"ComBat_seq",0.0235767326732673,NA,28.5
"typeI_balance","same_imbalance",187,"ComBat_seq",0.0155940594059406,NA,27.4
"typeI_balance","opp_imbalance",187,"ComBat_seq",0.0993811881188119,NA,27
"typeI_balance","half_imbalance",187,"ComBat_seq",0.0188118811881188,NA,26.7
"power_size","5",187,"ComBat_seq",0.0674435028248588,0.3055,18.5
"power_size","10",187,"ComBat_seq",0.0225988700564972,0.459,27.2
"power_size","30",187,"ComBat_seq",0.0211158192090395,0.7435,57.7
"power_size","50",187,"ComBat_seq",0.0209039548022599,0.818,87.8
"power_balance","balanced",187,"ComBat_seq",0.0208333333333333,0.801,87.4
"power_balance","same_imbalance",187,"ComBat_seq",0.0254237288135593,0.7875,87.4
"power_balance","opp_imbalance",187,"ComBat_seq",0.373870056497175,0.746,85.3
"power_balance","half_imbalance",187,"ComBat_seq",0.169209039548023,0.8965,85.7
"power_effect","0.3",187,"ComBat_seq",0.0211864406779661,0.333,86.5
"power_effect","0.5",187,"ComBat_seq",0.0209745762711864,0.582,85.6
"power_effect","0.7",187,"ComBat_seq",0.0209039548022599,0.7125,86.7
"power_effect","1",187,"ComBat_seq",0.0209039548022599,0.818,86
