"grid","level","seed","method","Type_I_error","Power","secs"
"typeI_balance","balanced",103,"ComBat_seq",0.0162128712871287,NA,20.4
"typeI_balance","same_imbalance",103,"ComBat_seq",0.0142945544554455,NA,18.3
"typeI_balance","opp_imbalance",103,"ComBat_seq",0.0680693069306931,NA,18.6
"typeI_balance","half_imbalance",103,"ComBat_seq",0.0183787128712871,NA,19
"power_size","5",103,"ComBat_seq",0.000988700564971751,0.2015,12.8
"power_size","10",103,"ComBat_seq",0.0158898305084746,0.4675,18.8
"power_size","30",103,"ComBat_seq",0.00614406779661017,0.7375,41.1
"power_size","50",103,"ComBat_seq",0.0204802259887006,0.817,64.1
"power_balance","balanced",103,"ComBat_seq",0.0206214689265537,0.791,62.4
"power_balance","same_imbalance",103,"ComBat_seq",0.0276129943502825,0.7755,61.7
"power_balance","opp_imbalance",103,"ComBat_seq",0.359604519774011,0.7555,61.3
"power_balance","half_imbalance",103,"ComBat_seq",0.196610169491525,0.889,61.9
"power_effect","0.3",103,"ComBat_seq",0.0205508474576271,0.35,60.4
"power_effect","0.5",103,"ComBat_seq",0.020409604519774,0.588,60.4
"power_effect","0.7",103,"ComBat_seq",0.020409604519774,0.705,61.5
"power_effect","1",103,"ComBat_seq",0.0204802259887006,0.817,58.9
