"grid","level","seed","method","Type_I_error","Power","secs"
"typeI_balance","balanced",148,"XPN",0.0854579207920792,NA,109.2
"typeI_balance","same_imbalance",148,"XPN",0.12029702970297,NA,107.1
"typeI_balance","opp_imbalance",148,"XPN",0.0695544554455446,NA,108.2
"typeI_balance","half_imbalance",148,"XPN",0.0853341584158416,NA,107.7
"power_size","5",148,"XPN",0.0231638418079096,0.4225,73.4
"power_size","10",148,"XPN",0.0995762711864407,0.5595,107.2
"power_size","30",148,"XPN",0.052683615819209,0.8595,188.5
"power_size","50",148,"XPN",0.0437853107344633,0.943,270.1
"power_balance","balanced",148,"XPN",0.0416666666666667,0.9325,278.5
"power_balance","same_imbalance",148,"XPN",0.113912429378531,0.895,262.5
"power_balance","opp_imbalance",148,"XPN",0.0536016949152542,0.9055,262.7
"power_balance","half_imbalance",148,"XPN",0.0954802259887006,0.907,268.4
"power_effect","0.3",148,"XPN",0.0432203389830508,0.4425,268.7
"power_effect","0.5",148,"XPN",0.0452683615819209,0.6935,267.3
"power_effect","0.7",148,"XPN",0.0432203389830508,0.8475,270.3
"power_effect","1",148,"XPN",0.0437853107344633,0.943,268.1
