"grid","level","seed","method","Type_I_error","Power","secs"
"typeI_balance","balanced",180,"MMR",0.0391089108910891,NA,14
"typeI_balance","balanced",180,"MNN",0.0291460396039604,NA,14.9
"typeI_balance","balanced",180,"ComBat_seq",0.0163985148514851,NA,20
"typeI_balance","balanced",180,"ComBat",0.0283415841584158,NA,17.6
"typeI_balance","balanced",180,"limma",0.0375,NA,14
"typeI_balance","balanced",180,"RNABC",0.035519801980198,NA,14
"typeI_balance","same_imbalance",180,"MMR",0.0271039603960396,NA,14.4
"typeI_balance","same_imbalance",180,"MNN",0.0162747524752475,NA,13.8
"typeI_balance","same_imbalance",180,"ComBat_seq",0.0120049504950495,NA,20.5
"typeI_balance","same_imbalance",180,"ComBat",0.0190594059405941,NA,14
"typeI_balance","same_imbalance",180,"limma",0.0252475247524752,NA,15.3
"typeI_balance","same_imbalance",180,"RNABC",0.0376856435643564,NA,14.3
"typeI_balance","opp_imbalance",180,"MMR",0.0577970297029703,NA,12.9
"typeI_balance","opp_imbalance",180,"MNN",0.0173886138613861,NA,14.1
"typeI_balance","opp_imbalance",180,"ComBat_seq",0.0936262376237624,NA,21
"typeI_balance","opp_imbalance",180,"ComBat",0.0726485148514851,NA,15.2
"typeI_balance","opp_imbalance",180,"limma",0.0336014851485149,NA,14
"typeI_balance","opp_imbalance",180,"RNABC",0.0347772277227723,NA,13.5
"typeI_balance","half_imbalance",180,"MMR",0.0347153465346535,NA,12.9
"typeI_balance","half_imbalance",180,"MNN",0.0291460396039604,NA,15.7
"typeI_balance","half_imbalance",180,"ComBat_seq",0.0160272277227723,NA,19.7
"typeI_balance","half_imbalance",180,"ComBat",0.0219678217821782,NA,14.1
"typeI_balance","half_imbalance",180,"limma",0.0301361386138614,NA,13
"typeI_balance","half_imbalance",180,"RNABC",0.0333539603960396,NA,14.1
"power_size","5",180,"MMR",0.0733050847457627,0.3365,12
"power_size","5",180,"MNN",0.0261299435028249,0.0675,11.6
"power_size","5",180,"ComBat_seq",0.0578389830508475,0.261,13.8
"power_size","5",180,"ComBat",0.0636299435028249,0.3895,10.8
"power_size","5",180,"limma",0.0692090395480226,0.405,11.2
"power_size","5",180,"RNABC",0.0721045197740113,0.4045,11.7
"power_size","10",180,"MMR",0.0221751412429379,0.4235,14.4
"power_size","10",180,"MNN",0.0260593220338983,0.2135,12.9
"power_size","10",180,"ComBat_seq",0.0152542372881356,0.401,19
"power_size","10",180,"ComBat",0.0266949152542373,0.5505,13.5
"power_size","10",180,"limma",0.0359463276836158,0.5955,12.2
"power_size","10",180,"RNABC",0.0338276836158192,0.564,12.7
"power_size","30",180,"MMR",0.14816384180791,0.6455,23.3
"power_size","30",180,"MNN",0.0353813559322034,0.753,26.2
"power_size","30",180,"ComBat_seq",0.072316384180791,0.6455,41.6
"power_size","30",180,"ComBat",0.114194915254237,0.7625,24.1
"power_size","30",180,"limma",0.128319209039548,0.829,23.1
"power_size","30",180,"RNABC",0.129449152542373,0.813,24.6
"power_size","50",180,"MMR",0.109887005649718,0.72,33.2
"power_size","50",180,"MNN",0.125706214689266,0.883,38.6
"power_size","50",180,"ComBat_seq",0.0616525423728814,0.7525,67.5
"power_size","50",180,"ComBat",0.0810028248587571,0.8645,34.5
"power_size","50",180,"limma",0.0964689265536723,0.91,34.8
"power_size","50",180,"RNABC",0.0842514124293785,0.908,33.6
"power_balance","balanced",180,"MMR",0.109957627118644,0.6805,33.8
"power_balance","balanced",180,"MNN",0.111440677966102,0.8645,36.4
"power_balance","balanced",180,"ComBat_seq",0.0621468926553672,0.728,63.8
"power_balance","balanced",180,"ComBat",0.0807203389830509,0.853,34.6
"power_balance","balanced",180,"limma",0.0951977401129944,0.8985,34.6
"power_balance","balanced",180,"RNABC",0.0834745762711864,0.8965,34.2
"power_balance","same_imbalance",180,"MMR",0.341525423728814,0.6505,33.6
"power_balance","same_imbalance",180,"MNN",0.159463276836158,0.818,37.1
