"grid","level","seed","method","Type_I_error","Power","secs"
"typeI_balance","balanced",165,"XPN",0.0382425742574257,NA,103.6
"typeI_balance","same_imbalance",165,"XPN",0.0258663366336634,NA,102.2
"typeI_balance","opp_imbalance",165,"XPN",0.0196163366336634,NA,102.2
"typeI_balance","half_imbalance",165,"XPN",0.055259900990099,NA,102.4
"power_size","5",165,"XPN",0.0750706214689266,0.381,72
"power_size","10",165,"XPN",0.0462570621468927,0.5925,99.1
"power_size","30",165,"XPN",0.0591101694915254,0.8475,187.4
"power_size","50",165,"XPN",0.0199858757062147,0.9545,286.6
"power_balance","balanced",165,"XPN",0.0206920903954802,0.943,282.2
"power_balance","same_imbalance",165,"XPN",0.0211158192090395,0.94,276.4
"power_balance","opp_imbalance",165,"XPN",0.0222457627118644,0.92,289.3
"power_balance","half_imbalance",165,"XPN",0.0240819209039548,0.944,288.3
"power_effect","0.3",165,"XPN",0.0185028248587571,0.4405,296.6
"power_effect","0.5",165,"XPN",0.0198446327683616,0.72,285.8
"power_effect","0.7",165,"XPN",0.0188559322033898,0.8665,278.7
"power_effect","1",165,"XPN",0.0199858757062147,0.9545,282.9
