"grid","level","seed","method","Type_I_error","Power","secs"
"typeI_balance","balanced",182,"ComBat",0.0158415841584158,NA,22.6
"typeI_balance","balanced",182,"ComBat_noQN",0.011200495049505,NA,19.1
"typeI_balance","balanced",182,"limma",0.0218440594059406,NA,19.6
"typeI_balance","balanced",182,"limma_noQN",0.015779702970297,NA,19
"typeI_balance","same_imbalance",182,"ComBat",0.0139851485148515,NA,20.1
"typeI_balance","same_imbalance",182,"ComBat_noQN",0.0101485148514851,NA,21
"typeI_balance","same_imbalance",182,"limma",0.0188118811881188,NA,19.9
"typeI_balance","same_imbalance",182,"limma_noQN",0.0145420792079208,NA,20.2
"typeI_balance","opp_imbalance",182,"ComBat",0.0670792079207921,NA,20.3
"typeI_balance","opp_imbalance",182,"ComBat_noQN",0.0686262376237624,NA,20.4
"typeI_balance","opp_imbalance",182,"limma",0.026299504950495,NA,18.9
"typeI_balance","opp_imbalance",182,"limma_noQN",0.0232673267326733,NA,19
"typeI_balance","half_imbalance",182,"ComBat",0.0156559405940594,NA,19.2
"typeI_balance","half_imbalance",182,"ComBat_noQN",0.0112623762376238,NA,19.6
"typeI_balance","half_imbalance",182,"limma",0.0214727722772277,NA,19
"typeI_balance","half_imbalance",182,"limma_noQN",0.0163366336633663,NA,18.5
"power_size","5",182,"ComBat",0.0105932203389831,0.306,13.4
"power_size","5",182,"ComBat_noQN",0.0086864406779661,0.267,14.5
"power_size","5",182,"limma",0.0189265536723164,0.322,12.6
"power_size","5",182,"limma_noQN",0.0149011299435028,0.284,14.9
"power_size","10",182,"ComBat",0.0169491525423729,0.4975,20.6
"power_size","10",182,"ComBat_noQN",0.0119350282485876,0.461,20.8
"power_size","10",182,"limma",0.0234463276836158,0.542,19.9
"power_size","10",182,"limma_noQN",0.0168079096045198,0.4945,19.7
"power_size","30",182,"ComBat",0.0286016949152542,0.802,35.7
"power_size","30",182,"ComBat_noQN",0.0242231638418079,0.784,34.4
"power_size","30",182,"limma",0.0484463276836158,0.869,34.9
"power_size","30",182,"limma_noQN",0.0389830508474576,0.85,34.9
"power_size","50",182,"ComBat",0.0389830508474576,0.8915,53.9
"power_size","50",182,"ComBat_noQN",0.0217514124293785,0.8905,51.4
"power_size","50",182,"limma",0.0461158192090395,0.941,51
"power_size","50",182,"limma_noQN",0.0269067796610169,0.933,49.7
"power_balance","balanced",182,"ComBat",0.0371468926553672,0.8765,53
"power_balance","balanced",182,"ComBat_noQN",0.021680790960452,0.88,50.5
"power_balance","balanced",182,"limma",0.0439265536723164,0.928,51.3
"power_balance","balanced",182,"limma_noQN",0.0269067796610169,0.918,49.2
"power_balance","same_imbalance",182,"ComBat",0.0894774011299435,0.8475,52.5
"power_balance","same_imbalance",182,"ComBat_noQN",0.0588983050847458,0.845,49.2
"power_balance","same_imbalance",182,"limma",0.102824858757062,0.8995,50.7
"power_balance","same_imbalance",182,"limma_noQN",0.0675141242937853,0.8855,47.8
"power_balance","opp_imbalance",182,"ComBat",0.234887005649718,0.835,51
"power_balance","opp_imbalance",182,"ComBat_noQN",0.219562146892655,0.823,49.5
"power_balance","opp_imbalance",182,"limma",0.0601694915254237,0.905,51.3
"power_balance","opp_imbalance",182,"limma_noQN",0.047316384180791,0.8925,47.1
"power_balance","half_imbalance",182,"ComBat",0.113700564971751,0.919,50.9
"power_balance","half_imbalance",182,"ComBat_noQN",0.118361581920904,0.9165,48.6
"power_balance","half_imbalance",182,"limma",0.0694209039548023,0.915,50.8
"power_balance","half_imbalance",182,"limma_noQN",0.0377824858757062,0.907,46.9
"power_effect","0.3",182,"ComBat",0.0310028248587571,0.451,50.9
"power_effect","0.3",182,"ComBat_noQN",0.0217514124293785,0.3845,48.6
"power_effect","0.3",182,"limma",0.0384180790960452,0.4675,49.6
"power_effect","0.3",182,"limma_noQN",0.0269067796610169,0.4045,48.5
"power_effect","0.5",182,"ComBat",0.0324858757062147,0.658,51
"power_effect","0.5",182,"ComBat_noQN",0.0217514124293785,0.6335,48.8
"power_effect","0.5",182,"limma",0.0393361581920904,0.7045,49.1
"power_effect","0.5",182,"limma_noQN",0.0269067796610169,0.6765,47.4
"power_effect","0.7",182,"ComBat",0.0349576271186441,0.7895,51.2
"power_effect","0.7",182,"ComBat_noQN",0.0217514124293785,0.7745,48.6
"power_effect","0.7",182,"limma",0.0413135593220339,0.85,48.9
"power_effect","0.7",182,"limma_noQN",0.0269067796610169,0.8325,45.9
"power_effect","1",182,"ComBat",0.0389830508474576,0.8915,51.5
"power_effect","1",182,"ComBat_noQN",0.0217514124293785,0.8905,49.4
"power_effect","1",182,"limma",0.0461158192090395,0.941,49.2
"power_effect","1",182,"limma_noQN",0.0269067796610169,0.933,46.2
