"grid","level","seed","method","Type_I_error","Power","secs"
"typeI_balance","balanced",180,"ComBat",0.0283415841584158,NA,21.3
"typeI_balance","balanced",180,"ComBat_noQN",0.0206683168316832,NA,19.1
"typeI_balance","balanced",180,"limma",0.0375,NA,18.6
"typeI_balance","balanced",180,"limma_noQN",0.029269801980198,NA,18.4
"typeI_balance","same_imbalance",180,"ComBat",0.0190594059405941,NA,19.3
"typeI_balance","same_imbalance",180,"ComBat_noQN",0.0141707920792079,NA,18.1
"typeI_balance","same_imbalance",180,"limma",0.0252475247524752,NA,18.3
"typeI_balance","same_imbalance",180,"limma_noQN",0.0201732673267327,NA,18
"typeI_balance","opp_imbalance",180,"ComBat",0.0726485148514851,NA,18.8
"typeI_balance","opp_imbalance",180,"ComBat_noQN",0.0766089108910891,NA,18.5
"typeI_balance","opp_imbalance",180,"limma",0.0336014851485149,NA,18.5
"typeI_balance","opp_imbalance",180,"limma_noQN",0.025990099009901,NA,17.7
"typeI_balance","half_imbalance",180,"ComBat",0.0219678217821782,NA,18.7
"typeI_balance","half_imbalance",180,"ComBat_noQN",0.0165841584158416,NA,18.3
"typeI_balance","half_imbalance",180,"limma",0.0301361386138614,NA,17.9
"typeI_balance","half_imbalance",180,"limma_noQN",0.0235148514851485,NA,18.2
"power_size","5",180,"ComBat",0.0636299435028249,0.3895,14.8
"power_size","5",180,"ComBat_noQN",0.0543079096045198,0.3285,15.1
"power_size","5",180,"limma",0.0692090395480226,0.405,14.4
"power_size","5",180,"limma_noQN",0.0625706214689266,0.346,13.9
"power_size","10",180,"ComBat",0.0266949152542373,0.5505,17.8
"power_size","10",180,"ComBat_noQN",0.019774011299435,0.499,18.3
"power_size","10",180,"limma",0.0359463276836158,0.5955,17.2
"power_size","10",180,"limma_noQN",0.0290960451977401,0.54,17.8
"power_size","30",180,"ComBat",0.114194915254237,0.7625,32.8
"power_size","30",180,"ComBat_noQN",0.092090395480226,0.7405,31.3
"power_size","30",180,"limma",0.128319209039548,0.829,31.5
"power_size","30",180,"limma_noQN",0.112570621468927,0.7925,29.9
"power_size","50",180,"ComBat",0.0810028248587571,0.8645,47.8
"power_size","50",180,"ComBat_noQN",0.0851694915254237,0.861,45.3
"power_size","50",180,"limma",0.0964689265536723,0.91,46.3
"power_size","50",180,"limma_noQN",0.0972457627118644,0.8935,44.2
"power_balance","balanced",180,"ComBat",0.0807203389830509,0.853,46.8
"power_balance","balanced",180,"ComBat_noQN",0.0852401129943503,0.842,45.2
"power_balance","balanced",180,"limma",0.0951977401129944,0.8985,45.2
"power_balance","balanced",180,"limma_noQN",0.0972457627118644,0.8765,44.9
"power_balance","same_imbalance",180,"ComBat",0.175070621468927,0.797,48
"power_balance","same_imbalance",180,"ComBat_noQN",0.195338983050847,0.768,45.3
"power_balance","same_imbalance",180,"limma",0.196680790960452,0.853,46.1
"power_balance","same_imbalance",180,"limma_noQN",0.235522598870056,0.812,43.5
"power_balance","opp_imbalance",180,"ComBat",0.234463276836158,0.8275,47.3
"power_balance","opp_imbalance",180,"ComBat_noQN",0.222457627118644,0.814,45.4
"power_balance","opp_imbalance",180,"limma",0.0534604519774011,0.8945,45.7
"power_balance","opp_imbalance",180,"limma_noQN",0.0402542372881356,0.8765,44.3
"power_balance","half_imbalance",180,"ComBat",0.224505649717514,0.8715,48
"power_balance","half_imbalance",180,"ComBat_noQN",0.292019774011299,0.8375,44.2
"power_balance","half_imbalance",180,"limma",0.192584745762712,0.864,46.7
"power_balance","half_imbalance",180,"limma_noQN",0.252895480225989,0.8185,44
"power_effect","0.3",180,"ComBat",0.0809322033898305,0.4455,47.8
"power_effect","0.3",180,"ComBat_noQN",0.0852401129943503,0.4455,45.1
"power_effect","0.3",180,"limma",0.0918079096045198,0.4645,46.4
"power_effect","0.3",180,"limma_noQN",0.0972457627118644,0.4635,44.2
"power_effect","0.5",180,"ComBat",0.0798022598870056,0.6245,46.9
"power_effect","0.5",180,"ComBat_noQN",0.0852401129943503,0.6035,45.6
"power_effect","0.5",180,"limma",0.0920197740112994,0.6665,46.8
"power_effect","0.5",180,"limma_noQN",0.0972457627118644,0.646,45.1
"power_effect","0.7",180,"ComBat",0.079590395480226,0.745,47.5
"power_effect","0.7",180,"ComBat_noQN",0.0851694915254237,0.725,44.3
"power_effect","0.7",180,"limma",0.0926553672316384,0.801,46.3
"power_effect","0.7",180,"limma_noQN",0.0972457627118644,0.771,43.6
"power_effect","1",180,"ComBat",0.0810028248587571,0.8645,48.1
"power_effect","1",180,"ComBat_noQN",0.0851694915254237,0.861,46
"power_effect","1",180,"limma",0.0964689265536723,0.91,46.4
"power_effect","1",180,"limma_noQN",0.0972457627118644,0.8935,44.3
