"grid","level","seed","method","Type_I_error","Power","secs"
"typeI_balance","balanced",118,"ComBat",0.0627475247524752,NA,21.2
"typeI_balance","balanced",118,"ComBat_noQN",0.0516089108910891,NA,19
"typeI_balance","balanced",118,"limma",0.0708539603960396,NA,18.7
"typeI_balance","balanced",118,"limma_noQN",0.0591584158415842,NA,18.9
"typeI_balance","same_imbalance",118,"ComBat",0.111943069306931,NA,20.1
"typeI_balance","same_imbalance",118,"ComBat_noQN",0.0968440594059406,NA,19.2
"typeI_balance","same_imbalance",118,"limma",0.124690594059406,NA,18.1
"typeI_balance","same_imbalance",118,"limma_noQN",0.108663366336634,NA,18.5
"typeI_balance","opp_imbalance",118,"ComBat",0.0839108910891089,NA,19.4
"typeI_balance","opp_imbalance",118,"ComBat_noQN",0.0814356435643564,NA,18.8
"typeI_balance","opp_imbalance",118,"limma",0.0465346534653465,NA,18.3
"typeI_balance","opp_imbalance",118,"limma_noQN",0.0393564356435644,NA,18.4
"typeI_balance","half_imbalance",118,"ComBat",0.11200495049505,NA,19.4
"typeI_balance","half_imbalance",118,"ComBat_noQN",0.0953589108910891,NA,18.5
"typeI_balance","half_imbalance",118,"limma",0.123576732673267,NA,18.5
"typeI_balance","half_imbalance",118,"limma_noQN",0.104331683168317,NA,18.1
"power_size","5",118,"ComBat",0.0103813559322034,0.276,13.2
"power_size","5",118,"ComBat_noQN",0.00741525423728814,0.2505,14.9
"power_size","5",118,"limma",0.0162429378531073,0.306,12.6
"power_size","5",118,"limma_noQN",0.0139124293785311,0.267,14.3
"power_size","10",118,"ComBat",0.0654661016949152,0.571,18.7
"power_size","10",118,"ComBat_noQN",0.0504237288135593,0.535,18.4
"power_size","10",118,"limma",0.076271186440678,0.6155,18.2
"power_size","10",118,"limma_noQN",0.0581920903954802,0.5755,17.8
"power_size","30",118,"ComBat",0.0347457627118644,0.7935,33.1
"power_size","30",118,"ComBat_noQN",0.0483050847457627,0.7795,30.8
"power_size","30",118,"limma",0.0502824858757062,0.857,31.6
"power_size","30",118,"limma_noQN",0.0642655367231638,0.837,29.7
"power_size","50",118,"ComBat",0.0451271186440678,0.9015,47.4
"power_size","50",118,"ComBat_noQN",0.0328389830508475,0.903,45.3
"power_size","50",118,"limma",0.0606638418079096,0.9455,46.1
"power_size","50",118,"limma_noQN",0.0462570621468927,0.94,43.7
"power_balance","balanced",118,"ComBat",0.0442090395480226,0.891,47.3
"power_balance","balanced",118,"ComBat_noQN",0.0326977401129944,0.892,45
"power_balance","balanced",118,"limma",0.0599576271186441,0.9355,45.8
"power_balance","balanced",118,"limma_noQN",0.0462570621468927,0.926,44
"power_balance","same_imbalance",118,"ComBat",0.0439971751412429,0.8615,47.2
"power_balance","same_imbalance",118,"ComBat_noQN",0.0536016949152542,0.858,45.6
"power_balance","same_imbalance",118,"limma",0.0590395480225989,0.916,46.1
"power_balance","same_imbalance",118,"limma_noQN",0.0673022598870057,0.8915,43.7
"power_balance","opp_imbalance",118,"ComBat",0.236228813559322,0.8455,46.8
"power_balance","opp_imbalance",118,"ComBat_noQN",0.230790960451977,0.835,44.9
"power_balance","opp_imbalance",118,"limma",0.0617937853107345,0.9095,45.5
"power_balance","opp_imbalance",118,"limma_noQN",0.0593220338983051,0.9015,43.8
"power_balance","half_imbalance",118,"ComBat",0.10614406779661,0.9335,47.4
"power_balance","half_imbalance",118,"ComBat_noQN",0.131073446327684,0.9195,45.5
"power_balance","half_imbalance",118,"limma",0.0659604519774011,0.924,45.8
"power_balance","half_imbalance",118,"limma_noQN",0.0622175141242938,0.9015,43.2
"power_effect","0.3",118,"ComBat",0.040819209039548,0.439,47.1
"power_effect","0.3",118,"ComBat_noQN",0.0326977401129944,0.387,45.7
"power_effect","0.3",118,"limma",0.0567090395480226,0.4595,45.8
"power_effect","0.3",118,"limma_noQN",0.0462570621468927,0.402,43.6
"power_effect","0.5",118,"ComBat",0.0418079096045198,0.645,47.6
"power_effect","0.5",118,"ComBat_noQN",0.0327683615819209,0.6105,45.7
"power_effect","0.5",118,"limma",0.0575564971751412,0.6875,46.6
"power_effect","0.5",118,"limma_noQN",0.0462570621468927,0.634,45.1
"power_effect","0.7",118,"ComBat",0.0428672316384181,0.7885,48.6
"power_effect","0.7",118,"ComBat_noQN",0.0327683615819209,0.774,46.5
"power_effect","0.7",118,"limma",0.0576271186440678,0.8335,48.1
"power_effect","0.7",118,"limma_noQN",0.0462570621468927,0.8135,45.2
"power_effect","1",118,"ComBat",0.0451271186440678,0.9015,49
"power_effect","1",118,"ComBat_noQN",0.0328389830508475,0.903,49.6
"power_effect","1",118,"limma",0.0606638418079096,0.9455,50.1
"power_effect","1",118,"limma_noQN",0.0462570621468927,0.94,47
