"ratio","n_up","n_down","seed","method","TPR_BH","FDR_BH","n_called","AUC","typeI_raw","power_raw"
"1:1",1000,1000,115,"ComBat",0.8025,0.0207443563148261,1639,0.985490801553672,0.0273305084745763,0.9005
"1:1",1000,1000,115,"ComBat_noQN",0.78,0.0139064475347661,1582,0.987613559322034,0.0180790960451977,0.8955
"1:1",1000,1000,115,"limma",0.868,0.0440528634361234,1816,0.987961599576271,0.0423022598870057,0.9495
"1:1",1000,1000,115,"limma_noQN",0.838,0.0345622119815668,1736,0.989316737288136,0.0323446327683616,0.9455
"2:1",1333,667,115,"ComBat",0.8215,0.0530259365994236,1735,0.982887235169492,0.05,0.9255
"2:1",1333,667,115,"ComBat_noQN",0.812,0.0133657351154313,1646,0.988673481638418,0.0180790960451977,0.919
"2:1",1333,667,115,"limma",0.866,0.0678148546824543,1858,0.984931461864407,0.0615112994350282,0.953
"2:1",1333,667,115,"limma_noQN",0.8505,0.0346197502837684,1762,0.989124470338983,0.0323446327683616,0.95
"3:1",1500,500,115,"ComBat",0.833,0.0920980926430518,1835,0.980054343220339,0.071680790960452,0.9275
"3:1",1500,500,115,"ComBat_noQN",0.833,0.0136175251628182,1689,0.989649576271186,0.0180790960451977,0.928
"3:1",1500,500,115,"limma",0.8625,0.102964118564743,1923,0.981642337570621,0.0811440677966102,0.9495
"3:1",1500,500,115,"limma_noQN",0.8515,0.0345804988662132,1764,0.989422528248588,0.0323446327683616,0.947
"4:1",1600,400,115,"ComBat",0.8395,0.132747933884298,1936,0.977782680084746,0.0877824858757062,0.932
"4:1",1600,400,115,"ComBat_noQN",0.8455,0.0139941690962099,1715,0.990129837570621,0.0180790960451977,0.931
"4:1",1600,400,115,"limma",0.865,0.145256916996047,2024,0.978839848163842,0.0961158192090396,0.9455
"4:1",1600,400,115,"limma_noQN",0.86,0.0347923681257015,1782,0.989713488700565,0.0323446327683616,0.951
"9:1",1800,200,115,"ComBat",0.8355,0.227104532839963,2162,0.97094885240113,0.119562146892655,0.931
"9:1",1800,200,115,"ComBat_noQN",0.8465,0.0139778683750728,1717,0.990998163841808,0.0180790960451977,0.94
"9:1",1800,200,115,"limma",0.8465,0.227293473299863,2191,0.970612323446328,0.127683615819209,0.933
"9:1",1800,200,115,"limma_noQN",0.855,0.0344438170525127,1771,0.989981497175141,0.0323446327683616,0.952
"1:0",2000,0,115,"ComBat",0.843,0.347775628626692,2585,0.96253239759887,0.161511299435028,0.9315
"1:0",2000,0,115,"ComBat_noQN",0.8605,0.0143184421534937,1746,0.99272665960452,0.0181497175141243,0.9525
"1:0",2000,0,115,"limma",0.8365,0.345973416731822,2558,0.958371927966102,0.167372881355932,0.9245
"1:0",2000,0,115,"limma_noQN",0.858,0.0348706411698538,1778,0.990032662429379,0.0323446327683616,0.9505
