"ratio","n_up","n_down","seed","method","TPR_BH","FDR_BH","n_called","AUC","typeI_raw","power_raw"
"1:1",1000,1000,109,"ComBat",0.7685,0.0302839116719243,1585,0.976702471751412,0.041454802259887,0.881
"1:1",1000,1000,109,"ComBat_noQN",0.75,0.025974025974026,1540,0.968530155367232,0.0511299435028249,0.865
"1:1",1000,1000,109,"limma",0.8345,0.0347021399652979,1729,0.982729713983051,0.0454802259887006,0.9345
"1:1",1000,1000,109,"limma_noQN",0.8135,0.0309708159618821,1679,0.972469314971751,0.0584039548022599,0.912
"2:1",1333,667,109,"ComBat",0.79,0.0813953488372093,1720,0.975584357344633,0.0632062146892655,0.902
"2:1",1333,667,109,"ComBat_noQN",0.8015,0.0261239368165249,1646,0.97719668079096,0.0511299435028249,0.8985
"2:1",1333,667,109,"limma",0.8365,0.0741560597675706,1807,0.981419562146893,0.0632768361581921,0.935
"2:1",1333,667,109,"limma_noQN",0.8435,0.0304597701149425,1740,0.979467019774011,0.0584039548022599,0.9295
"3:1",1500,500,109,"ComBat",0.7945,0.131693989071038,1830,0.97165019420904,0.0814971751412429,0.907
"3:1",1500,500,109,"ComBat_noQN",0.8275,0.0264705882352941,1700,0.980218255649718,0.0509887005649718,0.912
"3:1",1500,500,109,"limma",0.826,0.129151291512915,1897,0.977717567090395,0.0820621468926554,0.9335
"3:1",1500,500,109,"limma_noQN",0.8575,0.0316205533596838,1771,0.982509039548023,0.0584039548022599,0.939
"4:1",1600,400,109,"ComBat",0.798,0.177319587628866,1940,0.969037570621469,0.0963276836158192,0.907
"4:1",1600,400,109,"ComBat_noQN",0.852,0.0273972602739726,1752,0.982432627118644,0.0509887005649718,0.9285
"4:1",1600,400,109,"limma",0.832,0.168415792103948,2001,0.974098252118644,0.097316384180791,0.926
"4:1",1600,400,109,"limma_noQN",0.8725,0.0321686078757626,1803,0.984089512711864,0.0584039548022599,0.9475
"9:1",1800,200,109,"ComBat",0.8085,0.25927622537792,2183,0.96281613700565,0.126694915254237,0.9055
"9:1",1800,200,109,"ComBat_noQN",0.8875,0.0279299014238773,1826,0.987544456214689,0.0509887005649718,0.949
"9:1",1800,200,109,"limma",0.8255,0.241616903996325,2177,0.966798446327684,0.126483050847458,0.9215
"9:1",1800,200,109,"limma_noQN",0.905,0.0320855614973262,1870,0.989005084745763,0.0584039548022599,0.9625
"1:0",2000,0,109,"ComBat",0.8235,0.369690011481056,2613,0.953554890536723,0.164406779661017,0.9085
"1:0",2000,0,109,"ComBat_noQN",0.9225,0.028436018957346,1899,0.99152959039548,0.0510593220338983,0.969
"1:0",2000,0,109,"limma",0.8235,0.353864260494312,2549,0.954590024717514,0.164618644067797,0.9195
"1:0",2000,0,109,"limma_noQN",0.9245,0.0334553058024046,1913,0.991315854519774,0.0584039548022599,0.9705
