"ratio","n_up","n_down","seed","method","TPR_BH","FDR_BH","n_called","AUC","typeI_raw","power_raw"
"1:1",1000,1000,113,"ComBat",0.7985,0.00806952203600248,1611,0.987126942090396,0.0269067796610169,0.9015
"1:1",1000,1000,113,"ComBat_noQN",0.767,0.00453955901426719,1542,0.984181038135593,0.0252118644067797,0.8795
"1:1",1000,1000,113,"limma",0.865,0.018161180476731,1762,0.98902321680791,0.036864406779661,0.951
"1:1",1000,1000,113,"limma_noQN",0.8225,0.00604229607250755,1655,0.984390289548023,0.0336158192090395,0.9225
"2:1",1333,667,113,"ComBat",0.813,0.0491228070175439,1710,0.982292655367232,0.055225988700565,0.914
"2:1",1333,667,113,"ComBat_noQN",0.765,0.00455432661027977,1537,0.983020621468927,0.0252118644067797,0.893
"2:1",1333,667,113,"limma",0.854,0.0558319513543394,1809,0.983578478107345,0.061228813559322,0.9425
"2:1",1333,667,113,"limma_noQN",0.7975,0.00623052959501558,1605,0.980816384180791,0.0336158192090395,0.9185
"3:1",1500,500,113,"ComBat",0.8125,0.0886146943353898,1783,0.97675082980226,0.078954802259887,0.912
"3:1",1500,500,113,"ComBat_noQN",0.757,0.00394736842105263,1520,0.982344668079096,0.0252118644067797,0.885
"3:1",1500,500,113,"limma",0.8435,0.092522861753631,1859,0.977846080508475,0.0854519774011299,0.935
"3:1",1500,500,113,"limma_noQN",0.7775,0.00638977635782748,1565,0.979412711864407,0.0336158192090395,0.907
"4:1",1600,400,113,"ComBat",0.817,0.131313131313131,1881,0.973963488700565,0.0987994350282486,0.92
"4:1",1600,400,113,"ComBat_noQN",0.758,0.00394218134034166,1522,0.982512570621469,0.0252118644067797,0.8935
"4:1",1600,400,113,"limma",0.84,0.134020618556701,1940,0.973957574152542,0.105225988700565,0.934
"4:1",1600,400,113,"limma_noQN",0.776,0.00640204865556978,1562,0.978355790960452,0.0336158192090395,0.906
"9:1",1800,200,113,"ComBat",0.8085,0.233285917496444,2109,0.963987994350282,0.138488700564972,0.9185
"9:1",1800,200,113,"ComBat_noQN",0.7555,0.003955174686882,1517,0.982066278248588,0.0252118644067797,0.8945
"9:1",1800,200,113,"limma",0.82,0.223852342640795,2113,0.960663188559322,0.144067796610169,0.9195
"9:1",1800,200,113,"limma_noQN",0.755,0.00657894736842105,1520,0.975656532485876,0.0336158192090395,0.889
"1:0",2000,0,113,"ComBat",0.8245,0.357365549493375,2566,0.953930773305085,0.180084745762712,0.9185
"1:0",2000,0,113,"ComBat_noQN",0.765,0.00390625,1536,0.983004555084746,0.0252118644067797,0.9005
"1:0",2000,0,113,"limma",0.822,0.355294117647059,2550,0.946727012711864,0.188559322033898,0.908
"1:0",2000,0,113,"limma_noQN",0.7465,0.00665335994677312,1503,0.974984039548023,0.0336158192090395,0.8895
