"ratio","n_up","n_down","seed","method","TPR_BH","FDR_BH","n_called","AUC","typeI_raw","power_raw"
"1:1",1000,1000,116,"ComBat",0.7695,0.0234771573604061,1576,0.975996504237288,0.0403954802259887,0.872
"1:1",1000,1000,116,"ComBat_noQN",0.7545,0.013080444735121,1529,0.975814194915254,0.0408898305084746,0.8735
"1:1",1000,1000,116,"limma",0.839,0.0266821345707657,1724,0.978041189971751,0.0484463276836158,0.921
"1:1",1000,1000,116,"limma_noQN",0.817,0.0138805069402535,1657,0.973648975988701,0.050635593220339,0.91
"2:1",1333,667,116,"ComBat",0.7845,0.051963746223565,1655,0.972450176553672,0.0627118644067797,0.89
"2:1",1333,667,116,"ComBat_noQN",0.801,0.0129390018484288,1623,0.980367690677966,0.0408898305084746,0.902
"2:1",1333,667,116,"limma",0.834,0.0528109028960818,1761,0.973539742231638,0.069138418079096,0.9185
"2:1",1333,667,116,"limma_noQN",0.838,0.0141176470588235,1700,0.97835363700565,0.050635593220339,0.925
"3:1",1500,500,116,"ComBat",0.794,0.0847262247838617,1735,0.968112605932203,0.0810028248587571,0.892
"3:1",1500,500,116,"ComBat_noQN",0.8245,0.0125748502994012,1670,0.982525247175141,0.0409604519774011,0.918
"3:1",1500,500,116,"limma",0.821,0.0857461024498886,1796,0.968849240819209,0.0872175141242938,0.9145
"3:1",1500,500,116,"limma_noQN",0.8485,0.0139453805926787,1721,0.979971539548023,0.050635593220339,0.9305
"4:1",1600,400,116,"ComBat",0.7955,0.126783754116356,1822,0.965169456214689,0.0947033898305085,0.8955
"4:1",1600,400,116,"ComBat_noQN",0.8445,0.0128579777907656,1711,0.9835625,0.0409604519774011,0.9235
"4:1",1600,400,116,"limma",0.818,0.128860489882854,1878,0.965253707627119,0.102118644067797,0.911
"4:1",1600,400,116,"limma_noQN",0.861,0.0143102461362335,1747,0.981141278248588,0.050635593220339,0.933
"9:1",1800,200,116,"ComBat",0.797,0.196572580645161,1984,0.958083509887006,0.122387005649718,0.8905
"9:1",1800,200,116,"ComBat_noQN",0.8725,0.0141242937853107,1770,0.987501447740113,0.0409604519774011,0.9425
"9:1",1800,200,116,"limma",0.812,0.194843827466534,2017,0.957577330508475,0.130367231638418,0.903
"9:1",1800,200,116,"limma_noQN",0.8885,0.0160575858250277,1806,0.986276218220339,0.050635593220339,0.95
"1:0",2000,0,116,"ComBat",0.804,0.319796954314721,2364,0.946428266242938,0.162076271186441,0.892
"1:0",2000,0,116,"ComBat_noQN",0.9015,0.014215418261345,1829,0.989232838983051,0.0410310734463277,0.9525
"1:0",2000,0,116,"limma",0.801,0.317717206132879,2348,0.942196080508475,0.172598870056497,0.891
"1:0",2000,0,116,"limma_noQN",0.8985,0.0164203612479475,1827,0.987468573446328,0.050635593220339,0.9555
