"ratio","n_up","n_down","seed","method","TPR_BH","FDR_BH","n_called","AUC","typeI_raw","power_raw"
"1:1",1000,1000,125,"ComBat",0.77,0.0228426395939086,1576,0.980863347457627,0.0298728813559322,0.8795
"1:1",1000,1000,125,"ComBat_noQN",0.7545,0.0162972620599739,1534,0.982057521186441,0.0226694915254237,0.8755
"1:1",1000,1000,125,"limma",0.8385,0.0261324041811847,1722,0.983286423022599,0.0346045197740113,0.93
"1:1",1000,1000,125,"limma_noQN",0.8145,0.014519056261343,1653,0.982753001412429,0.0250706214689266,0.922
"2:1",1333,667,125,"ComBat",0.786,0.0541516245487365,1662,0.975383951271186,0.0482344632768362,0.8835
"2:1",1333,667,125,"ComBat_noQN",0.787,0.01625,1600,0.982773516949152,0.0226694915254237,0.891
"2:1",1333,667,125,"limma",0.8265,0.0570450656018254,1753,0.977628019067797,0.052683615819209,0.92
"2:1",1333,667,125,"limma_noQN",0.816,0.0144927536231884,1656,0.983554872881356,0.0250706214689266,0.925
"3:1",1500,500,125,"ComBat",0.7895,0.0878105141536684,1731,0.971150812146893,0.063771186440678,0.888
"3:1",1500,500,125,"ComBat_noQN",0.798,0.0160295930949445,1622,0.984521151129944,0.0226694915254237,0.904
"3:1",1500,500,125,"limma",0.814,0.085906793935991,1781,0.97285510240113,0.0685734463276836,0.9145
"3:1",1500,500,125,"limma_noQN",0.82,0.015015015015015,1665,0.984611723163842,0.0250706214689266,0.9325
"4:1",1600,400,125,"ComBat",0.796,0.110614525139665,1790,0.967575600282486,0.0759180790960452,0.8875
"4:1",1600,400,125,"ComBat_noQN",0.813,0.0163339382940109,1653,0.984564371468927,0.0226694915254237,0.914
"4:1",1600,400,125,"limma",0.816,0.109656301145663,1833,0.968261758474576,0.0786723163841808,0.9065
"4:1",1600,400,125,"limma_noQN",0.8305,0.0148279952550415,1686,0.98397009180791,0.0250706214689266,0.9305
"9:1",1800,200,125,"ComBat",0.7875,0.191893278604413,1949,0.957558386299435,0.102471751412429,0.8775
"9:1",1800,200,125,"ComBat_noQN",0.825,0.0161001788908766,1677,0.985205014124294,0.0226694915254237,0.9135
"9:1",1800,200,125,"limma",0.7925,0.180455015511892,1934,0.957119844632768,0.106638418079096,0.892
"9:1",1800,200,125,"limma_noQN",0.831,0.014819205690575,1687,0.984178990112994,0.0250706214689266,0.9305
"1:0",2000,0,125,"ComBat",0.7805,0.312031732040547,2269,0.94521709039548,0.142231638418079,0.8775
"1:0",2000,0,125,"ComBat_noQN",0.8405,0.0169590643274854,1710,0.986766207627119,0.0226694915254237,0.93
"1:0",2000,0,125,"limma",0.77,0.297124600638978,2191,0.941715836864407,0.144138418079096,0.8765
"1:0",2000,0,125,"limma_noQN",0.837,0.0147145379635079,1699,0.985355225988701,0.0250706214689266,0.933
