"ratio","n_up","n_down","seed","method","TPR_BH","FDR_BH","n_called","AUC","typeI_raw","power_raw"
"1:1",1000,1000,127,"ComBat",0.7985,0.00869025450031037,1611,0.99050197740113,0.0198446327683616,0.9045
"1:1",1000,1000,127,"ComBat_noQN",0.782,0.00508905852417303,1572,0.991721080508475,0.0139830508474576,0.906
"1:1",1000,1000,127,"limma",0.867,0.0102739726027397,1752,0.992893185028249,0.0253531073446328,0.953
"1:1",1000,1000,127,"limma_noQN",0.8405,0.00650118203309693,1692,0.993516172316384,0.017090395480226,0.948
"2:1",1333,667,127,"ComBat",0.8155,0.0400235432607416,1699,0.986593343926554,0.0405367231638418,0.9165
"2:1",1333,667,127,"ComBat_noQN",0.8135,0.00610873549175321,1637,0.992323128531074,0.0139830508474576,0.92
"2:1",1333,667,127,"limma",0.857,0.0359955005624297,1778,0.989096221751412,0.0428672316384181,0.9485
"2:1",1333,667,127,"limma_noQN",0.855,0.00639163277164439,1721,0.993288983050847,0.017090395480226,0.952
"3:1",1500,500,127,"ComBat",0.817,0.0700056915196357,1757,0.982075141242938,0.0592514124293785,0.919
"3:1",1500,500,127,"ComBat_noQN",0.8385,0.00592768227622999,1687,0.992176641949153,0.0139830508474576,0.9315
"3:1",1500,500,127,"limma",0.849,0.0649779735682819,1816,0.984225882768362,0.0603107344632768,0.942
"3:1",1500,500,127,"limma_noQN",0.856,0.00638421358096344,1723,0.992928848870057,0.017090395480226,0.952
"4:1",1600,400,127,"ComBat",0.825,0.0978676872607983,1829,0.97916281779661,0.0735875706214689,0.918
"4:1",1600,400,127,"ComBat_noQN",0.8475,0.00586510263929619,1705,0.992841066384181,0.0139830508474576,0.9355
"4:1",1600,400,127,"limma",0.845,0.0943193997856377,1866,0.980709851694915,0.0758474576271186,0.94
"4:1",1600,400,127,"limma_noQN",0.8615,0.0063437139561707,1734,0.993113347457627,0.017090395480226,0.952
"9:1",1800,200,127,"ComBat",0.826,0.184197530864198,2025,0.972350882768362,0.104590395480226,0.9245
"9:1",1800,200,127,"ComBat_noQN",0.8705,0.00627853881278539,1752,0.993965466101695,0.0139830508474576,0.9485
"9:1",1800,200,127,"limma",0.835,0.176528599605523,2028,0.97277168079096,0.105367231638418,0.9335
"9:1",1800,200,127,"limma_noQN",0.878,0.00622524052065648,1767,0.994019809322034,0.017090395480226,0.9575
"1:0",2000,0,127,"ComBat",0.833,0.300293994120118,2381,0.964266596045198,0.144985875706215,0.928
"1:0",2000,0,127,"ComBat_noQN",0.897,0.00609418282548476,1805,0.995482768361582,0.0139830508474576,0.9645
"1:0",2000,0,127,"limma",0.8245,0.298596341982135,2351,0.96116677259887,0.145197740112994,0.926
"1:0",2000,0,127,"limma_noQN",0.8805,0.00620767494356659,1772,0.994815324858757,0.017090395480226,0.9615
