"ratio","n_up","n_down","seed","method","TPR_BH","FDR_BH","n_called","AUC","typeI_raw","power_raw"
"1:1",1000,1000,128,"ComBat",0.79,0.0180236171535115,1609,0.981026588983051,0.0384180790960452,0.8805
"1:1",1000,1000,128,"ComBat_noQN",0.764,0.0103626943005181,1544,0.981724223163842,0.0300141242937853,0.886
"1:1",1000,1000,128,"limma",0.859,0.0199657729606389,1753,0.985744350282486,0.0425847457627119,0.936
"1:1",1000,1000,128,"limma_noQN",0.8305,0.0136579572446556,1684,0.983723516949152,0.0323446327683616,0.9345
"2:1",1333,667,128,"ComBat",0.813,0.0660539919586445,1741,0.978258633474576,0.063771186440678,0.9055
"2:1",1333,667,128,"ComBat_noQN",0.7755,0.0108418367346939,1568,0.982566560734463,0.0300141242937853,0.8925
"2:1",1333,667,128,"limma",0.861,0.0595303113052977,1831,0.981054837570622,0.0656779661016949,0.9315
"2:1",1333,667,128,"limma_noQN",0.814,0.013930950938825,1651,0.982273834745763,0.0323446327683616,0.9225
"3:1",1500,500,128,"ComBat",0.824,0.102885138813283,1837,0.974300459039548,0.086228813559322,0.911
"3:1",1500,500,128,"ComBat_noQN",0.7875,0.0100565681961031,1591,0.982383368644068,0.0300141242937853,0.899
"3:1",1500,500,128,"limma",0.8575,0.0964172813487882,1898,0.97643845338983,0.0865112994350282,0.9265
"3:1",1500,500,128,"limma_noQN",0.807,0.0134474327628362,1636,0.98106218220339,0.0323446327683616,0.918
"4:1",1600,400,128,"ComBat",0.8215,0.142931664058425,1917,0.971394438559322,0.101765536723164,0.914
"4:1",1600,400,128,"ComBat_noQN",0.786,0.0100755667506297,1588,0.982301836158192,0.0300141242937853,0.904
"4:1",1600,400,128,"limma",0.849,0.130122950819672,1952,0.97230656779661,0.101412429378531,0.9245
"4:1",1600,400,128,"limma_noQN",0.7965,0.0136222910216718,1615,0.979863629943503,0.0323446327683616,0.912
"9:1",1800,200,128,"ComBat",0.822,0.254421768707483,2205,0.96243967161017,0.138418079096045,0.909
"9:1",1800,200,128,"ComBat_noQN",0.7895,0.0100313479623824,1595,0.982393326271186,0.0300141242937853,0.901
"9:1",1800,200,128,"limma",0.832,0.238095238095238,2184,0.96077206920904,0.139194915254237,0.9155
"9:1",1800,200,128,"limma_noQN",0.7895,0.0137414116177389,1601,0.9786260240113,0.0323446327683616,0.902
"1:0",2000,0,128,"ComBat",0.8315,0.38589364844904,2708,0.95177251059322,0.185310734463277,0.913
"1:0",2000,0,128,"ComBat_noQN",0.7965,0.00994406463642014,1609,0.982901483050847,0.0300847457627119,0.9155
"1:0",2000,0,128,"limma",0.821,0.37447619047619,2625,0.946209445621469,0.18566384180791,0.908
"1:0",2000,0,128,"limma_noQN",0.7775,0.0139505389980977,1577,0.97693552259887,0.0323446327683616,0.9015
