"ratio","n_up","n_down","seed","method","TPR_BH","FDR_BH","n_called","AUC","typeI_raw","power_raw"
"1:1",1000,1000,122,"ComBat",0.7945,0.021551724137931,1624,0.984500088276836,0.0296610169491525,0.9
"1:1",1000,1000,122,"ComBat_noQN",0.765,0.0116279069767442,1548,0.984438524011299,0.0244350282485876,0.8915
"1:1",1000,1000,122,"limma",0.858,0.0354131534569983,1779,0.986336105225989,0.0435734463276836,0.9425
"1:1",1000,1000,122,"limma_noQN",0.8125,0.0222623345367028,1662,0.984642549435028,0.0357344632768362,0.9335
"2:1",1333,667,122,"ComBat",0.8155,0.0599423631123919,1735,0.980498075564972,0.0545197740112994,0.9095
"2:1",1333,667,122,"ComBat_noQN",0.775,0.0114795918367347,1568,0.984377012711864,0.0244350282485876,0.8945
"2:1",1333,667,122,"limma",0.855,0.0655737704918033,1830,0.98050165960452,0.0656779661016949,0.938
"2:1",1333,667,122,"limma_noQN",0.8055,0.0218579234972678,1647,0.981959427966102,0.0357344632768362,0.9225
"3:1",1500,500,122,"ComBat",0.8125,0.106160616061606,1818,0.975335081214689,0.0747175141242938,0.912
"3:1",1500,500,122,"ComBat_noQN",0.7775,0.0114431023521933,1573,0.983750812146893,0.0244350282485876,0.9015
"3:1",1500,500,122,"limma",0.8395,0.109283819628647,1885,0.974256320621469,0.0851694915254237,0.9295
"3:1",1500,500,122,"limma_noQN",0.7865,0.0223741454319453,1609,0.980170939265537,0.0357344632768362,0.913
"4:1",1600,400,122,"ComBat",0.8205,0.147089397089397,1924,0.972177030367232,0.0906073446327684,0.9145
"4:1",1600,400,122,"ComBat_noQN",0.779,0.0114213197969543,1576,0.98431581920904,0.0244350282485876,0.905
"4:1",1600,400,122,"limma",0.8425,0.145970603142423,1973,0.970400564971751,0.100353107344633,0.926
"4:1",1600,400,122,"limma_noQN",0.781,0.0225281602002503,1598,0.980107415254237,0.0357344632768362,0.9155
"9:1",1800,200,122,"ComBat",0.812,0.240056153486196,2137,0.963922104519774,0.123940677966102,0.9145
"9:1",1800,200,122,"ComBat_noQN",0.784,0.0119722747321991,1587,0.985335275423729,0.0244350282485876,0.911
"9:1",1800,200,122,"limma",0.8195,0.24050046339203,2158,0.959704484463277,0.135875706214689,0.918
"9:1",1800,200,122,"limma_noQN",0.775,0.0226986128625473,1586,0.979810557909604,0.0357344632768362,0.909
"1:0",2000,0,122,"ComBat",0.8205,0.350613375544123,2527,0.953866437146893,0.166031073446328,0.9155
"1:0",2000,0,122,"ComBat_noQN",0.798,0.0117647058823529,1615,0.986679484463277,0.0244350282485876,0.9235
"1:0",2000,0,122,"limma",0.8115,0.355696705041683,2519,0.945912835451977,0.176129943502825,0.906
"1:0",2000,0,122,"limma_noQN",0.762,0.0230769230769231,1560,0.979643396892655,0.0357344632768362,0.906
