"ratio","n_up","n_down","seed","method","TPR_BH","FDR_BH","n_called","AUC","typeI_raw","power_raw"
"1:1",1000,1000,130,"ComBat",0.8005,0.0285194174757282,1648,0.981433845338983,0.0403954802259887,0.9005
"1:1",1000,1000,130,"ComBat_noQN",0.771,0.0140664961636829,1564,0.982119173728814,0.0305790960451977,0.8935
"1:1",1000,1000,130,"limma",0.8635,0.029229904440697,1779,0.985418026129944,0.0463276836158192,0.9475
"1:1",1000,1000,130,"limma_noQN",0.8325,0.0159574468085106,1692,0.984237747175141,0.0325564971751412,0.9355
"2:1",1333,667,130,"ComBat",0.826,0.0913091309130913,1818,0.977778884180791,0.0750706214689266,0.918
"2:1",1333,667,130,"ComBat_noQN",0.785,0.0138190954773869,1592,0.982930120056497,0.0305790960451977,0.9
"2:1",1333,667,130,"limma",0.864,0.0876451953537487,1894,0.981110681497175,0.0774011299435028,0.941
"2:1",1333,667,130,"limma_noQN",0.817,0.016255267910897,1661,0.982576271186441,0.0325564971751412,0.9215
"3:1",1500,500,130,"ComBat",0.8345,0.168410563029397,2007,0.972883156779661,0.104237288135593,0.917
"3:1",1500,500,130,"ComBat_noQN",0.792,0.0136986301369863,1606,0.982744420903955,0.0305790960451977,0.903
"3:1",1500,500,130,"limma",0.8625,0.156066536203523,2044,0.97515969279661,0.105932203389831,0.9355
"3:1",1500,500,130,"limma_noQN",0.819,0.0162162162162162,1665,0.981118538135593,0.0325564971751412,0.915
"4:1",1600,400,130,"ComBat",0.841,0.230909922267947,2187,0.970740589689266,0.122598870056497,0.925
"4:1",1600,400,130,"ComBat_noQN",0.7965,0.0136222910216718,1615,0.983703937146893,0.0305790960451977,0.9115
"4:1",1600,400,130,"limma",0.862,0.211344922232388,2186,0.972109975282486,0.124929378531073,0.934
"4:1",1600,400,130,"limma_noQN",0.8095,0.0164034021871203,1646,0.981173411016949,0.0325564971751412,0.9185
"9:1",1800,200,130,"ComBat",0.8385,0.336892052194543,2529,0.961980755649718,0.160310734463277,0.9225
"9:1",1800,200,130,"ComBat_noQN",0.8035,0.0135052179251074,1629,0.984605155367232,0.0306497175141243,0.9085
"9:1",1800,200,130,"limma",0.8495,0.316847607559308,2487,0.96136198799435,0.161723163841808,0.925
"9:1",1800,200,130,"limma_noQN",0.802,0.0159509202453988,1630,0.980715183615819,0.0325564971751412,0.912
"1:0",2000,0,130,"ComBat",0.8535,0.448821440103326,3097,0.952058368644068,0.203177966101695,0.9245
"1:0",2000,0,130,"ComBat_noQN",0.8105,0.0133901399878271,1643,0.985583333333333,0.0305790960451977,0.9225
"1:0",2000,0,130,"limma",0.8485,0.435650149650815,3007,0.947592143361582,0.205014124293785,0.917
"1:0",2000,0,130,"limma_noQN",0.799,0.0160098522167488,1624,0.980180579096045,0.0325564971751412,0.912
