"ratio","n_up","n_down","seed","method","TPR_BH","FDR_BH","n_called","AUC","typeI_raw","power_raw"
"1:1",1000,1000,126,"ComBat",0.7875,0.0235585864848109,1613,0.98643584039548,0.0336864406779661,0.9035
"1:1",1000,1000,126,"ComBat_noQN",0.763,0.0173857050869285,1553,0.985509357344633,0.0296610169491525,0.8955
"1:1",1000,1000,126,"limma",0.8515,0.0345804988662132,1764,0.989436564265537,0.0439265536723164,0.9475
"1:1",1000,1000,126,"limma_noQN",0.822,0.0243323442136499,1685,0.987507097457627,0.0387005649717514,0.936
"2:1",1333,667,126,"ComBat",0.8085,0.0626086956521739,1725,0.982821468926554,0.0552966101694915,0.917
"2:1",1333,667,126,"ComBat_noQN",0.7735,0.0177777777777778,1575,0.985505331920904,0.0296610169491525,0.905
"2:1",1333,667,126,"limma",0.8515,0.0647995606809445,1821,0.984871098163842,0.0629237288135593,0.946
"2:1",1333,667,126,"limma_noQN",0.8095,0.0241109101868596,1659,0.985578742937853,0.0387005649717514,0.9295
"3:1",1500,500,126,"ComBat",0.822,0.108459869848156,1844,0.979294332627119,0.075635593220339,0.919
"3:1",1500,500,126,"ComBat_noQN",0.785,0.0175219023779725,1598,0.985811087570621,0.0296610169491525,0.9115
"3:1",1500,500,126,"limma",0.853,0.107740585774059,1912,0.980505596751412,0.0837570621468927,0.9385
"3:1",1500,500,126,"limma_noQN",0.804,0.0236794171220401,1647,0.985120833333333,0.0387005649717514,0.9275
"4:1",1600,400,126,"ComBat",0.82,0.14538822303283,1919,0.976171133474576,0.0902542372881356,0.9175
"4:1",1600,400,126,"ComBat_noQN",0.7845,0.0175328741390106,1597,0.985576200564972,0.0296610169491525,0.9105
"4:1",1600,400,126,"limma",0.8425,0.139427987742594,1958,0.977287005649717,0.0982344632768362,0.939
"4:1",1600,400,126,"limma_noQN",0.804,0.0236794171220401,1647,0.984470515536723,0.0387005649717514,0.927
"9:1",1800,200,126,"ComBat",0.815,0.228584950307619,2113,0.966364371468927,0.124505649717514,0.9185
"9:1",1800,200,126,"ComBat_noQN",0.782,0.0175879396984925,1592,0.985383156779661,0.0296610169491525,0.9155
"9:1",1800,200,126,"limma",0.8245,0.222902921771913,2122,0.964980508474576,0.132768361581921,0.923
"9:1",1800,200,126,"limma_noQN",0.7835,0.0224578914535246,1603,0.982727824858757,0.0387005649717514,0.921
"1:0",2000,0,126,"ComBat",0.8355,0.341866876723119,2539,0.957086634887006,0.163559322033898,0.9185
"1:0",2000,0,126,"ComBat_noQN",0.8025,0.0171463563992652,1633,0.98687282838983,0.0296610169491525,0.9305
"1:0",2000,0,126,"limma",0.821,0.345033905065816,2507,0.951670356638418,0.173234463276836,0.9075
"1:0",2000,0,126,"limma_noQN",0.7795,0.0225705329153605,1595,0.982940713276836,0.0387005649717514,0.923
