"ratio","n_up","n_down","seed","method","TPR_BH","FDR_BH","n_called","AUC","typeI_raw","power_raw"
"1:1",1000,1000,114,"ComBat",0.7865,0.086527293844367,1722,0.966167143361582,0.0762005649717514,0.8795
"1:1",1000,1000,114,"ComBat_noQN",0.768,0.0662613981762918,1645,0.96807072740113,0.0687146892655367,0.8865
"1:1",1000,1000,114,"limma",0.861,0.0946372239747634,1902,0.969246327683616,0.0907485875706215,0.925
"1:1",1000,1000,114,"limma_noQN",0.825,0.0792410714285714,1792,0.965124735169491,0.0891242937853107,0.918
"2:1",1333,667,114,"ComBat",0.8045,0.169762641898865,1938,0.959303831214689,0.110805084745763,0.8875
"2:1",1333,667,114,"ComBat_noQN",0.773,0.0658610271903323,1655,0.966972245762712,0.0687146892655367,0.8855
"2:1",1333,667,114,"limma",0.847,0.171638141809291,2045,0.960303354519774,0.124223163841808,0.9185
"2:1",1333,667,114,"limma_noQN",0.81,0.0795454545454545,1760,0.960998163841808,0.0891242937853107,0.906
"3:1",1500,500,114,"ComBat",0.8125,0.234573716439001,2123,0.953852083333333,0.133686440677966,0.887
"3:1",1500,500,114,"ComBat_noQN",0.78,0.066427289048474,1671,0.967294844632768,0.0687146892655367,0.8875
"3:1",1500,500,114,"limma",0.846,0.237494366831906,2219,0.95302238700565,0.14795197740113,0.9095
"3:1",1500,500,114,"limma_noQN",0.8015,0.0803212851405622,1743,0.959409145480226,0.0891242937853107,0.904
"4:1",1600,400,114,"ComBat",0.8125,0.283193647992942,2267,0.949388153248588,0.150353107344633,0.888
"4:1",1600,400,114,"ComBat_noQN",0.7795,0.0670257330939557,1671,0.966406461864407,0.0687146892655367,0.8905
"4:1",1600,400,114,"limma",0.8365,0.286567164179104,2345,0.946978336864407,0.163135593220339,0.9045
"4:1",1600,400,114,"limma_noQN",0.794,0.0804863925883034,1727,0.957189336158192,0.0891242937853107,0.8965
"9:1",1800,200,114,"ComBat",0.8085,0.386104783599089,2634,0.939735699152542,0.183898305084746,0.8915
"9:1",1800,200,114,"ComBat_noQN",0.781,0.0669056152927121,1674,0.968417072740113,0.0687146892655367,0.902
"9:1",1800,200,114,"limma",0.8215,0.388992190405355,2689,0.935033192090395,0.199505649717514,0.897
"9:1",1800,200,114,"limma_noQN",0.7765,0.0805210183540557,1689,0.958217761299435,0.0891242937853107,0.8975
"1:0",2000,0,114,"ComBat",0.8265,0.49169741697417,3252,0.927451871468927,0.225494350282486,0.89
"1:0",2000,0,114,"ComBat_noQN",0.806,0.0655072463768116,1725,0.969432274011299,0.0687146892655367,0.9015
"1:0",2000,0,114,"limma",0.82,0.504232164449819,3308,0.918126412429379,0.241949152542373,0.885
"1:0",2000,0,114,"limma_noQN",0.7825,0.0799529688418577,1701,0.95657646539548,0.0891242937853107,0.8935
