"ratio","n_up","n_down","seed","method","TPR_BH","FDR_BH","n_called","AUC","typeI_raw","power_raw"
"1:1",1000,1000,121,"ComBat",0.769,0.0656136087484812,1646,0.961150123587571,0.0705508474576271,0.8655
"1:1",1000,1000,121,"ComBat_noQN",0.7575,0.0411392405063291,1580,0.962432768361582,0.0584039548022599,0.855
"1:1",1000,1000,121,"limma",0.8325,0.0719063545150502,1794,0.966507238700565,0.0809322033898305,0.91
"1:1",1000,1000,121,"limma_noQN",0.813,0.0412735849056604,1696,0.967629925847458,0.0621468926553672,0.8995
"2:1",1333,667,121,"ComBat",0.79,0.11186059584036,1779,0.962002259887006,0.0846045197740113,0.889
"2:1",1333,667,121,"ComBat_noQN",0.789,0.0413122721749696,1646,0.96714113700565,0.0584745762711864,0.883
"2:1",1333,667,121,"limma",0.828,0.114438502673797,1870,0.965091384180791,0.0919491525423729,0.911
"2:1",1333,667,121,"limma_noQN",0.8225,0.0408163265306122,1715,0.970831779661017,0.0621468926553672,0.9065
"3:1",1500,500,121,"ComBat",0.798,0.149253731343284,1876,0.956227030367232,0.102330508474576,0.8915
"3:1",1500,500,121,"ComBat_noQN",0.8005,0.0424641148325359,1672,0.967447846045198,0.0584745762711864,0.8905
"3:1",1500,500,121,"limma",0.824,0.146556188503366,1931,0.958143644067797,0.109816384180791,0.9065
"3:1",1500,500,121,"limma_noQN",0.8215,0.0408639813193228,1713,0.969326112288136,0.0621468926553672,0.91
"4:1",1600,400,121,"ComBat",0.798,0.181538461538462,1950,0.953725035310734,0.114124293785311,0.891
"4:1",1600,400,121,"ComBat_noQN",0.812,0.0424528301886792,1696,0.968946645480226,0.058545197740113,0.897
"4:1",1600,400,121,"limma",0.8195,0.170966110268083,1977,0.954156126412429,0.121610169491525,0.9015
"4:1",1600,400,121,"limma_noQN",0.824,0.0407450523864959,1718,0.969882026836158,0.0621468926553672,0.9115
"9:1",1800,200,121,"ComBat",0.798,0.272892938496583,2195,0.943351518361582,0.14159604519774,0.8815
"9:1",1800,200,121,"ComBat_noQN",0.825,0.0423679628554846,1723,0.968235734463277,0.058545197740113,0.9025
"9:1",1800,200,121,"limma",0.812,0.266154541346588,2213,0.941283139124294,0.148870056497175,0.886
"9:1",1800,200,121,"limma_noQN",0.834,0.0402761795166858,1738,0.967841242937853,0.0621468926553672,0.9125
"1:0",2000,0,121,"ComBat",0.803,0.388190476190476,2625,0.930226959745763,0.178319209039548,0.8765
"1:0",2000,0,121,"ComBat_noQN",0.838,0.0417381360777587,1749,0.968982132768362,0.058545197740113,0.9125
"1:0",2000,0,121,"limma",0.795,0.381322957198444,2570,0.924758086158192,0.187429378531073,0.8705
"1:0",2000,0,121,"limma_noQN",0.831,0.0404157043879908,1732,0.966955067090395,0.0621468926553672,0.911
