"ratio","n_up","n_down","seed","method","TPR_BH","FDR_BH","n_called","AUC","typeI_raw","power_raw"
"1:1",1000,1000,129,"ComBat",0.793,0.0173482032218092,1614,0.984169668079096,0.0346045197740113,0.895
"1:1",1000,1000,129,"ComBat_noQN",0.77,0.0140845070422535,1562,0.979672775423729,0.042725988700565,0.8745
"1:1",1000,1000,129,"limma",0.862,0.0232294617563739,1765,0.987732733050848,0.0430084745762712,0.9485
"1:1",1000,1000,129,"limma_noQN",0.822,0.0143884892086331,1668,0.982672104519774,0.046680790960452,0.9255
"2:1",1333,667,129,"ComBat",0.812,0.0650546919976972,1737,0.979259904661017,0.0651129943502825,0.9115
"2:1",1333,667,129,"ComBat_noQN",0.767,0.0135048231511254,1555,0.979005225988701,0.042725988700565,0.886
"2:1",1333,667,129,"limma",0.8565,0.0649563318777293,1832,0.982343820621469,0.0717514124293785,0.9445
"2:1",1333,667,129,"limma_noQN",0.7975,0.0136054421768707,1617,0.979273128531073,0.046680790960452,0.913
"3:1",1500,500,129,"ComBat",0.821,0.128912466843501,1885,0.974681038135593,0.0879943502824859,0.913
"3:1",1500,500,129,"ComBat_noQN",0.7665,0.0135135135135135,1554,0.978490377824859,0.042725988700565,0.889
"3:1",1500,500,129,"limma",0.8545,0.109431995831162,1919,0.976390783898305,0.0915254237288136,0.935
"3:1",1500,500,129,"limma_noQN",0.7895,0.013125,1600,0.976988665254237,0.046680790960452,0.9055
"4:1",1600,400,129,"ComBat",0.8275,0.166666666666667,1986,0.972685946327684,0.105437853107345,0.914
"4:1",1600,400,129,"ComBat_noQN",0.7725,0.0140395660497766,1567,0.979218361581921,0.042725988700565,0.894
"4:1",1600,400,129,"limma",0.854,0.152777777777778,2016,0.973439071327684,0.109039548022599,0.935
"4:1",1600,400,129,"limma_noQN",0.784,0.013215859030837,1589,0.97637206920904,0.046680790960452,0.9025
"9:1",1800,200,129,"ComBat",0.827,0.272007042253521,2272,0.961504113700565,0.14159604519774,0.9025
"9:1",1800,200,129,"ComBat_noQN",0.7695,0.0140935297885971,1561,0.977237782485876,0.042725988700565,0.888
"9:1",1800,200,129,"limma",0.8395,0.255432372505543,2255,0.959172757768362,0.144915254237288,0.9105
"9:1",1800,200,129,"limma_noQN",0.762,0.0116731517509728,1542,0.97162531779661,0.046680790960452,0.886
"1:0",2000,0,129,"ComBat",0.833,0.408170515097691,2815,0.949878301553672,0.187994350282486,0.9025
"1:0",2000,0,129,"ComBat_noQN",0.7795,0.0145385587863464,1582,0.97714968220339,0.042725988700565,0.8945
"1:0",2000,0,129,"limma",0.828,0.397160538769567,2747,0.943772775423729,0.191949152542373,0.902
"1:0",2000,0,129,"limma_noQN",0.76,0.011703511053316,1538,0.969498446327684,0.046680790960452,0.8795
