"ratio","n_up","n_down","seed","method","TPR_BH","FDR_BH","n_called","AUC","typeI_raw","power_raw"
"1:1",1000,1000,124,"ComBat",0.783,0.00445009535918627,1573,0.985833757062147,0.0165960451977401,0.8825
"1:1",1000,1000,124,"ComBat_noQN",0.7755,0.00449293966623877,1558,0.98532334039548,0.0130649717514124,0.8775
"1:1",1000,1000,124,"limma",0.846,0.00878734622144113,1707,0.988296769067797,0.0206214689265537,0.9345
"1:1",1000,1000,124,"limma_noQN",0.8325,0.00597014925373134,1675,0.987375141242938,0.0175141242937853,0.9245
"2:1",1333,667,124,"ComBat",0.8015,0.0213675213675214,1638,0.983842690677966,0.0299435028248588,0.9015
"2:1",1333,667,124,"ComBat_noQN",0.7965,0.004375,1600,0.98676313559322,0.013135593220339,0.895
"2:1",1333,667,124,"limma",0.839,0.0210035005834306,1714,0.985896822033898,0.0330508474576271,0.933
"2:1",1333,667,124,"limma_noQN",0.832,0.00597371565113501,1674,0.987929661016949,0.0175141242937853,0.9295
"3:1",1500,500,124,"ComBat",0.802,0.0452380952380952,1680,0.978797086864407,0.0459745762711864,0.902
"3:1",1500,500,124,"ComBat_noQN",0.805,0.00432900432900433,1617,0.986374752824859,0.013135593220339,0.8985
"3:1",1500,500,124,"limma",0.83,0.0426758938869665,1734,0.980385045903955,0.0491525423728814,0.9235
"3:1",1500,500,124,"limma_noQN",0.8275,0.00600600600600601,1665,0.986630331920904,0.0175141242937853,0.9265
"4:1",1600,400,124,"ComBat",0.809,0.0658198614318707,1732,0.976359021892655,0.0577683615819209,0.9055
"4:1",1600,400,124,"ComBat_noQN",0.8115,0.00429447852760736,1630,0.986817302259887,0.013135593220339,0.9085
"4:1",1600,400,124,"limma",0.8255,0.0645892351274788,1765,0.977305967514124,0.061864406779661,0.92
"4:1",1600,400,124,"limma_noQN",0.8225,0.00544135429262394,1654,0.986903213276836,0.0175141242937853,0.9225
"9:1",1800,200,124,"ComBat",0.8005,0.134126554894538,1849,0.967683915960452,0.0863700564971751,0.8945
"9:1",1800,200,124,"ComBat_noQN",0.8205,0.00424757281553398,1648,0.986055402542373,0.013135593220339,0.9105
"9:1",1800,200,124,"limma",0.8045,0.118356164383562,1825,0.96723801200565,0.0889830508474576,0.905
"9:1",1800,200,124,"limma_noQN",0.825,0.0054249547920434,1659,0.985319173728814,0.0175141242937853,0.9195
"1:0",2000,0,124,"ComBat",0.805,0.250116441546344,2147,0.959194014830508,0.12295197740113,0.8965
"1:0",2000,0,124,"ComBat_noQN",0.8385,0.00415676959619952,1684,0.987930208333333,0.013135593220339,0.925
"1:0",2000,0,124,"limma",0.794,0.239463601532567,2088,0.955717831920904,0.126483050847458,0.895
"1:0",2000,0,124,"limma_noQN",0.8325,0.00597014925373134,1675,0.986255225988701,0.0175141242937853,0.9225
