"ratio","n_up","n_down","seed","method","TPR_BH","FDR_BH","n_called","AUC","typeI_raw","power_raw"
"1:1",1000,1000,108,"ComBat",0.816,0.0204081632653061,1666,0.985367249293785,0.0307909604519774,0.893
"1:1",1000,1000,108,"ComBat_noQN",0.789,0.0100376411543287,1594,0.984641878531073,0.0269067796610169,0.888
"1:1",1000,1000,108,"limma",0.876,0.0336458907887479,1813,0.987722969632768,0.0437146892655367,0.947
"1:1",1000,1000,108,"limma_noQN",0.8325,0.0200117716303708,1699,0.98673259180791,0.0364406779661017,0.935
"2:1",1333,667,108,"ComBat",0.8305,0.0470453241537579,1743,0.98279980579096,0.0524717514124294,0.915
"2:1",1333,667,108,"ComBat_noQN",0.8115,0.00976205003050641,1639,0.985734604519774,0.0268361581920904,0.906
"2:1",1333,667,108,"limma",0.8685,0.053921568627451,1836,0.984257786016949,0.0608050847457627,0.9485
"2:1",1333,667,108,"limma_noQN",0.8345,0.0199647680563711,1703,0.985932238700565,0.0364406779661017,0.939
"3:1",1500,500,108,"ComBat",0.8345,0.0849780701754386,1824,0.979045886299435,0.0700564971751412,0.9175
"3:1",1500,500,108,"ComBat_noQN",0.818,0.00968523002421308,1652,0.986137747175141,0.0268361581920904,0.914
"3:1",1500,500,108,"limma",0.865,0.0880337374802319,1897,0.979782485875706,0.0786723163841808,0.941
"3:1",1500,500,108,"limma_noQN",0.8285,0.0201064458900059,1691,0.985083333333333,0.0364406779661017,0.9355
"4:1",1600,400,108,"ComBat",0.8415,0.117924528301887,1908,0.976759904661017,0.0872175141242938,0.925
"4:1",1600,400,108,"ComBat_noQN",0.823,0.00962695547533093,1662,0.986146186440678,0.0268361581920904,0.919
"4:1",1600,400,108,"limma",0.858,0.116374871266735,1942,0.976733439265537,0.0940677966101695,0.9425
"4:1",1600,400,108,"limma_noQN",0.82,0.020310633213859,1674,0.984625988700565,0.0364406779661017,0.934
"9:1",1800,200,108,"ComBat",0.8245,0.19007858546169,2036,0.96655873940678,0.120127118644068,0.9195
"9:1",1800,200,108,"ComBat_noQN",0.816,0.00970873786407767,1648,0.984770374293785,0.0268361581920904,0.918
"9:1",1800,200,108,"limma",0.829,0.190824792581747,2049,0.96428845338983,0.124576271186441,0.9235
"9:1",1800,200,108,"limma_noQN",0.8045,0.0200974421437272,1642,0.981896009887006,0.0364406779661017,0.9225
"1:0",2000,0,108,"ComBat",0.822,0.326229508196721,2440,0.955067231638418,0.161440677966102,0.916
"1:0",2000,0,108,"ComBat_noQN",0.826,0.00959232613908873,1668,0.985617761299435,0.0268361581920904,0.926
"1:0",2000,0,108,"limma",0.8125,0.329066886870355,2422,0.948518502824859,0.168926553672316,0.9115
"1:0",2000,0,108,"limma_noQN",0.801,0.0201834862385321,1635,0.980783333333333,0.0364406779661017,0.9175
