"ratio","n_up","n_down","seed","method","TPR_BH","FDR_BH","n_called","AUC","typeI_raw","power_raw"
"1:1",1000,1000,104,"ComBat",0.7885,0.0137585991244528,1599,0.987164318502825,0.0237994350282486,0.901
"1:1",1000,1000,104,"ComBat_noQN",0.7775,0.0070242656449553,1566,0.988825706214689,0.0171610169491525,0.8975
"1:1",1000,1000,104,"limma",0.8485,0.0286204922724671,1747,0.988672563559322,0.0362994350282486,0.9455
"1:1",1000,1000,104,"limma_noQN",0.8305,0.0130718954248366,1683,0.989399505649718,0.0263418079096045,0.936
"2:1",1333,667,104,"ComBat",0.822,0.0408401400233372,1714,0.985754254943503,0.0442796610169492,0.9225
"2:1",1333,667,104,"ComBat_noQN",0.813,0.00671960904092853,1637,0.991212605932203,0.0171610169491525,0.9165
"2:1",1333,667,104,"limma",0.8615,0.0459579180509413,1806,0.986590995762712,0.0564265536723164,0.949
"2:1",1333,667,104,"limma_noQN",0.845,0.0128504672897196,1712,0.990869138418079,0.0263418079096045,0.9465
"3:1",1500,500,104,"ComBat",0.8215,0.0769662921348315,1780,0.981419826977401,0.0649011299435028,0.923
"3:1",1500,500,104,"ComBat_noQN",0.8265,0.00661057692307692,1664,0.991023057909605,0.0171610169491525,0.922
"3:1",1500,500,104,"limma",0.8515,0.0863733905579399,1864,0.98167251059322,0.0781779661016949,0.94
"3:1",1500,500,104,"limma_noQN",0.843,0.0128805620608899,1708,0.990288771186441,0.0263418079096045,0.9415
"4:1",1600,400,104,"ComBat",0.8235,0.119251336898396,1870,0.979857838983051,0.0805084745762712,0.9295
"4:1",1600,400,104,"ComBat_noQN",0.833,0.00655933214072749,1677,0.991802683615819,0.0172316384180791,0.934
"4:1",1600,400,104,"limma",0.8405,0.118510749868904,1907,0.979106161723164,0.0913841807909604,0.9395
"4:1",1600,400,104,"limma_noQN",0.846,0.0128354725787631,1714,0.990576129943503,0.0263418079096045,0.946
"9:1",1800,200,104,"ComBat",0.829,0.199033816425121,2070,0.972336846751412,0.111158192090395,0.926
"9:1",1800,200,104,"ComBat_noQN",0.8555,0.00638792102206736,1722,0.992300423728814,0.0172316384180791,0.9425
"9:1",1800,200,104,"limma",0.839,0.199809251311397,2097,0.970153601694915,0.122316384180791,0.929
"9:1",1800,200,104,"limma_noQN",0.8575,0.0132336018411968,1738,0.990906956214689,0.0263418079096045,0.952
"1:0",2000,0,104,"ComBat",0.8305,0.315615986814998,2427,0.963971310028249,0.145127118644068,0.9265
"1:0",2000,0,104,"ComBat_noQN",0.867,0.00744132799084144,1747,0.993171645480226,0.0172316384180791,0.9575
"1:0",2000,0,104,"limma",0.819,0.326480263157895,2432,0.958795709745763,0.161228813559322,0.919
"1:0",2000,0,104,"limma_noQN",0.8535,0.0127241179872759,1729,0.991343467514124,0.0263418079096045,0.952
