"ratio","n_up","n_down","seed","method","TPR_BH","FDR_BH","n_called","AUC","typeI_raw","power_raw"
"1:1",1000,1000,118,"ComBat",0.797,0.0455089820359281,1670,0.979632132768362,0.0451271186440678,0.9015
"1:1",1000,1000,118,"ComBat_noQN",0.7735,0.0313087038196619,1597,0.981704307909605,0.0328389830508475,0.903
"1:1",1000,1000,118,"limma",0.858,0.0734341252699784,1852,0.98269355579096,0.0606638418079096,0.9455
"1:1",1000,1000,118,"limma_noQN",0.8305,0.0519406392694064,1752,0.983610169491525,0.0462570621468927,0.94
"2:1",1333,667,118,"ComBat",0.8205,0.109120521172638,1842,0.97977040960452,0.0689265536723164,0.923
"2:1",1333,667,118,"ComBat_noQN",0.8055,0.0301023479831427,1661,0.985375918079096,0.0328389830508475,0.921
"2:1",1333,667,118,"limma",0.86,0.119303635432668,1953,0.981375494350282,0.0820621468926554,0.953
"2:1",1333,667,118,"limma_noQN",0.8405,0.0518894529046813,1773,0.985644668079096,0.0462570621468927,0.95
"3:1",1500,500,118,"ComBat",0.83,0.157787924911213,1971,0.976761211158192,0.0866525423728813,0.933
"3:1",1500,500,118,"ComBat_noQN",0.8185,0.0302132701421801,1688,0.986573834745763,0.032909604519774,0.9285
"3:1",1500,500,118,"limma",0.8575,0.171497584541063,2070,0.977964141949152,0.100847457627119,0.9555
"3:1",1500,500,118,"limma_noQN",0.8415,0.051830985915493,1775,0.986075441384181,0.0462570621468927,0.9505
"4:1",1600,400,118,"ComBat",0.836,0.195380173243503,2078,0.974786740819209,0.100494350282486,0.93
"4:1",1600,400,118,"ComBat_noQN",0.829,0.0304093567251462,1710,0.987233686440678,0.032909604519774,0.935
"4:1",1600,400,118,"limma",0.858,0.204081632653061,2156,0.97514936440678,0.114124293785311,0.952
"4:1",1600,400,118,"limma_noQN",0.849,0.0513966480446927,1790,0.986411617231638,0.0462570621468927,0.9515
"9:1",1800,200,118,"ComBat",0.8405,0.270399305555556,2304,0.968934975282486,0.128672316384181,0.934
"9:1",1800,200,118,"ComBat_noQN",0.847,0.0308924485125858,1748,0.988932309322034,0.032909604519774,0.9455
"9:1",1800,200,118,"limma",0.8555,0.277449324324324,2368,0.967582503531073,0.142655367231638,0.9435
"9:1",1800,200,118,"limma_noQN",0.8575,0.0509131156613171,1807,0.987480402542373,0.0462570621468927,0.9565
"1:0",2000,0,118,"ComBat",0.849,0.377109317681585,2726,0.959721786723164,0.16885593220339,0.938
"1:0",2000,0,118,"ComBat_noQN",0.8715,0.0300500834724541,1797,0.989818714689266,0.032909604519774,0.959
"1:0",2000,0,118,"limma",0.8485,0.388468468468468,2775,0.954997422316384,0.183121468926554,0.9335
"1:0",2000,0,118,"limma_noQN",0.869,0.0502732240437158,1830,0.986684216101695,0.0462570621468927,0.957
