"ratio","n_up","n_down","seed","method","TPR_BH","FDR_BH","n_called","AUC","typeI_raw","power_raw"
"1:1",1000,1000,112,"ComBat",0.793,0.0281862745098039,1632,0.980826906779661,0.0413135593220339,0.9015
"1:1",1000,1000,112,"ComBat_noQN",0.781,0.0213032581453634,1596,0.984627542372881,0.0311440677966102,0.9085
"1:1",1000,1000,112,"limma",0.859,0.0444938820912125,1798,0.983953142655367,0.0530367231638418,0.9505
"1:1",1000,1000,112,"limma_noQN",0.847,0.0456338028169014,1775,0.984284463276836,0.0494350282485876,0.9415
"2:1",1333,667,112,"ComBat",0.8025,0.0791738382099828,1743,0.975922757768362,0.0649011299435028,0.912
"2:1",1333,667,112,"ComBat_noQN",0.797,0.0208845208845209,1628,0.984291066384181,0.0311440677966102,0.918
"2:1",1333,667,112,"limma",0.847,0.0897367006985492,1861,0.977687552966102,0.0754237288135593,0.9415
"2:1",1333,667,112,"limma_noQN",0.839,0.0455062571103527,1758,0.982898552259887,0.0494350282485876,0.9375
"3:1",1500,500,112,"ComBat",0.816,0.127272727272727,1870,0.972246857344633,0.0827683615819209,0.9175
"3:1",1500,500,112,"ComBat_noQN",0.8155,0.0204204204204204,1665,0.985215042372881,0.0310734463276836,0.925
"3:1",1500,500,112,"limma",0.8395,0.136316872427984,1944,0.972647899011299,0.0952683615819209,0.934
"3:1",1500,500,112,"limma_noQN",0.8435,0.045814479638009,1768,0.983112040960452,0.0494350282485876,0.941
"4:1",1600,400,112,"ComBat",0.813,0.163149768399382,1943,0.969933386299435,0.0971045197740113,0.9205
"4:1",1600,400,112,"ComBat_noQN",0.8215,0.0202742993440668,1677,0.986011758474576,0.0310734463276836,0.933
"4:1",1600,400,112,"limma",0.8365,0.175049309664694,2028,0.96988456920904,0.110593220338983,0.934
"4:1",1600,400,112,"limma_noQN",0.842,0.0458923512747875,1765,0.983697775423729,0.0494350282485876,0.941
"9:1",1800,200,112,"ComBat",0.8185,0.247010119595216,2174,0.961967867231638,0.129449152542373,0.919
"9:1",1800,200,112,"ComBat_noQN",0.8365,0.0199179847685999,1707,0.987219950564972,0.0310734463276836,0.941
"9:1",1800,200,112,"limma",0.829,0.260151717983043,2241,0.960497899011299,0.143785310734463,0.925
"9:1",1800,200,112,"limma_noQN",0.846,0.0456852791878173,1773,0.984794985875706,0.0494350282485876,0.947
"1:0",2000,0,112,"ComBat",0.818,0.375095492742552,2618,0.952027206920904,0.16864406779661,0.919
"1:0",2000,0,112,"ComBat_noQN",0.8635,0.0198637911464245,1762,0.988429943502825,0.0310734463276836,0.953
"1:0",2000,0,112,"limma",0.8145,0.386209495101733,2654,0.946630173022599,0.186158192090395,0.9155
"1:0",2000,0,112,"limma_noQN",0.8535,0.0453020134228188,1788,0.985207415254237,0.0494350282485876,0.9505
