"method","rep","direction","penalty","AUC"
"MNN",30,"seq_to_array","elastic_net",0.808913308913309
"MNN",30,"seq_to_array","ridge",0.823565323565324
"MNN",31,"array_to_seq","lasso",0.759462759462759
"MNN",31,"array_to_seq","elastic_net",0.766788766788767
"MNN",31,"array_to_seq","ridge",0.752747252747253
"MNN",31,"seq_to_array","lasso",0.827228327228327
"MNN",31,"seq_to_array","elastic_net",0.882783882783883
"MNN",31,"seq_to_array","ridge",0.862637362637363
"MNN",32,"array_to_seq","lasso",0.675824175824176
"MNN",32,"array_to_seq","elastic_net",0.709401709401709
"MNN",32,"array_to_seq","ridge",0.689255189255189
"MNN",32,"seq_to_array","lasso",0.66971916971917
"MNN",32,"seq_to_array","elastic_net",0.706959706959707
"MNN",32,"seq_to_array","ridge",0.934065934065934
"MNN",33,"array_to_seq","lasso",0.72039072039072
"MNN",33,"array_to_seq","elastic_net",0.731990231990232
"MNN",33,"array_to_seq","ridge",0.737484737484737
"MNN",33,"seq_to_array","lasso",0.844322344322344
"MNN",33,"seq_to_array","elastic_net",0.855921855921856
"MNN",33,"seq_to_array","ridge",0.898046398046398
"MNN",34,"array_to_seq","lasso",0.621489621489622
"MNN",34,"array_to_seq","elastic_net",0.628205128205128
"MNN",34,"array_to_seq","ridge",0.653235653235653
"MNN",34,"seq_to_array","lasso",0.787545787545788
"MNN",34,"seq_to_array","elastic_net",0.84004884004884
"MNN",34,"seq_to_array","ridge",0.880952380952381
"MNN",35,"array_to_seq","lasso",0.602564102564103
"MNN",35,"array_to_seq","elastic_net",0.623931623931624
"MNN",35,"array_to_seq","ridge",0.63980463980464
"MNN",35,"seq_to_array","lasso",0.854090354090354
"MNN",35,"seq_to_array","elastic_net",0.858974358974359
"MNN",35,"seq_to_array","ridge",0.875457875457875
"MNN",36,"array_to_seq","lasso",0.651404151404151
"MNN",36,"array_to_seq","elastic_net",0.671550671550672
"MNN",36,"array_to_seq","ridge",0.695360195360195
"MNN",36,"seq_to_array","lasso",0.76984126984127
"MNN",36,"seq_to_array","elastic_net",0.829059829059829
"MNN",36,"seq_to_array","ridge",0.883394383394383
"MNN",37,"array_to_seq","lasso",0.694139194139194
"MNN",37,"array_to_seq","elastic_net",0.72039072039072
"MNN",37,"array_to_seq","ridge",0.737484737484737
"MNN",37,"seq_to_array","lasso",0.852258852258852
"MNN",37,"seq_to_array","elastic_net",0.879120879120879
"MNN",37,"seq_to_array","ridge",0.865079365079365
"MNN",38,"array_to_seq","lasso",0.731990231990232
"MNN",38,"array_to_seq","elastic_net",0.747252747252747
"MNN",38,"array_to_seq","ridge",0.756410256410256
"MNN",38,"seq_to_array","lasso",0.735042735042735
"MNN",38,"seq_to_array","elastic_net",0.841880341880342
"MNN",38,"seq_to_array","ridge",0.806471306471306
"MNN",39,"array_to_seq","lasso",0.630647130647131
"MNN",39,"array_to_seq","elastic_net",0.637362637362637
"MNN",39,"array_to_seq","ridge",0.658119658119658
"MNN",39,"seq_to_array","lasso",0.784493284493284
"MNN",39,"seq_to_array","elastic_net",0.808913308913309
"MNN",39,"seq_to_array","ridge",0.876068376068376
"MNN",40,"array_to_seq","lasso",0.758852258852259
"MNN",40,"array_to_seq","elastic_net",0.786935286935287
"MNN",40,"array_to_seq","ridge",0.785103785103785
"MNN",40,"seq_to_array","lasso",0.788766788766789
"MNN",40,"seq_to_array","elastic_net",0.805250305250305
"MNN",40,"seq_to_array","ridge",0.827228327228327
"MNN",41,"array_to_seq","lasso",0.668498168498168
"MNN",41,"array_to_seq","elastic_net",0.677045177045177
"MNN",41,"array_to_seq","ridge",0.682539682539683
"MNN",41,"seq_to_array","lasso",0.805250305250305
"MNN",41,"seq_to_array","elastic_net",0.817460317460317
"MNN",41,"seq_to_array","ridge",0.832112332112332
"MNN",42,"array_to_seq","lasso",0.683150183150183
"MNN",42,"array_to_seq","elastic_net",0.683150183150183
"MNN",42,"array_to_seq","ridge",0.655067155067155
"MNN",42,"seq_to_array","lasso",0.841880341880342
"MNN",42,"seq_to_array","elastic_net",0.823565323565324
"MNN",42,"seq_to_array","ridge",0.88034188034188
"MNN",43,"array_to_seq","lasso",0.737484737484737
"MNN",43,"array_to_seq","elastic_net",0.738705738705739
"MNN",43,"array_to_seq","ridge",0.741758241758242
"MNN",43,"seq_to_array","lasso",0.842490842490842
"MNN",43,"seq_to_array","elastic_net",0.863247863247863
"MNN",43,"seq_to_array","ridge",0.842490842490842
"MNN",44,"array_to_seq","lasso",0.713064713064713
"MNN",44,"array_to_seq","elastic_net",0.736263736263736
"MNN",44,"array_to_seq","ridge",0.725885225885226
"MNN",44,"seq_to_array","lasso",0.771062271062271
"MNN",44,"seq_to_array","elastic_net",0.839438339438339
"MNN",44,"seq_to_array","ridge",0.866300366300366
"MNN",45,"array_to_seq","lasso",0.559218559218559
"MNN",45,"array_to_seq","elastic_net",0.571428571428571
"MNN",45,"array_to_seq","ridge",0.589133089133089
"MNN",45,"seq_to_array","lasso",0.868131868131868
"MNN",45,"seq_to_array","elastic_net",0.865079365079365
"MNN",45,"seq_to_array","ridge",0.828449328449329
"MNN",46,"array_to_seq","lasso",0.633089133089133
"MNN",46,"array_to_seq","elastic_net",0.627594627594628
"MNN",46,"array_to_seq","ridge",0.598290598290598
"MNN",46,"seq_to_array","lasso",0.808302808302808
"MNN",46,"seq_to_array","elastic_net",0.853479853479853
"MNN",46,"seq_to_array","ridge",0.848595848595849
"MNN",47,"array_to_seq","lasso",0.667887667887668
"MNN",47,"array_to_seq","elastic_net",0.674603174603175
"MNN",47,"array_to_seq","ridge",0.66971916971917
"MNN",47,"seq_to_array","lasso",0.693528693528694
"MNN",47,"seq_to_array","elastic_net",0.862026862026862
"MNN",47,"seq_to_array","ridge",0.836996336996337
"MNN",48,"array_to_seq","lasso",0.712454212454212
"MNN",48,"array_to_seq","elastic_net",0.716727716727717
"MNN",48,"array_to_seq","ridge",0.721001221001221
"MNN",48,"seq_to_array","lasso",0.833333333333333
"MNN",48,"seq_to_array","elastic_net",0.895604395604396
"MNN",48,"seq_to_array","ridge",0.846153846153846
"MNN",49,"array_to_seq","lasso",0.69047619047619
"MNN",49,"array_to_seq","elastic_net",0.702075702075702
"MNN",49,"array_to_seq","ridge",0.676434676434676
"MNN",49,"seq_to_array","lasso",0.796703296703297
"MNN",49,"seq_to_array","elastic_net",0.805860805860806
"MNN",49,"seq_to_array","ridge",0.888278388278388
"MNN",50,"array_to_seq","lasso",0.721611721611722
"MNN",50,"array_to_seq","elastic_net",0.764346764346764
"MNN",50,"array_to_seq","ridge",0.653846153846154
"MNN",50,"seq_to_array","lasso",0.793650793650794
"MNN",50,"seq_to_array","elastic_net",0.826007326007326
"MNN",50,"seq_to_array","ridge",0.85958485958486
