"method","rep","direction","penalty","AUC"
"MMR",17,"seq_to_array","elastic_net",0.835164835164835
"MMR",17,"seq_to_array","ridge",0.752747252747253
"MMR",18,"array_to_seq","lasso",0.656898656898657
"MMR",18,"array_to_seq","elastic_net",0.684981684981685
"MMR",18,"array_to_seq","ridge",0.54029304029304
"MMR",18,"seq_to_array","lasso",0.727716727716728
"MMR",18,"seq_to_array","elastic_net",0.888278388278388
"MMR",18,"seq_to_array","ridge",0.594932844932845
"MMR",19,"array_to_seq","lasso",0.807081807081807
"MMR",19,"array_to_seq","elastic_net",0.742979242979243
"MMR",19,"array_to_seq","ridge",0.525641025641026
"MMR",19,"seq_to_array","lasso",0.852869352869353
"MMR",19,"seq_to_array","elastic_net",0.865079365079365
"MMR",19,"seq_to_array","ridge",0.612637362637363
"MMR",20,"array_to_seq","lasso",0.797313797313797
"MMR",20,"array_to_seq","elastic_net",0.85042735042735
"MMR",20,"array_to_seq","ridge",0.570818070818071
"MMR",20,"seq_to_array","lasso",0.818070818070818
"MMR",20,"seq_to_array","elastic_net",0.86996336996337
"MMR",20,"seq_to_array","ridge",0.805250305250305
"MMR",21,"array_to_seq","lasso",0.732600732600733
"MMR",21,"array_to_seq","elastic_net",0.772283272283272
"MMR",21,"array_to_seq","ridge",0.532356532356532
"MMR",21,"seq_to_array","lasso",0.522588522588523
"MMR",21,"seq_to_array","elastic_net",0.851648351648352
"MMR",21,"seq_to_array","ridge",0.694139194139194
"MMR",22,"array_to_seq","lasso",0.801587301587302
"MMR",22,"array_to_seq","elastic_net",0.84004884004884
"MMR",22,"array_to_seq","ridge",0.581807081807082
"MMR",22,"seq_to_array","lasso",0.857753357753358
"MMR",22,"seq_to_array","elastic_net",0.848595848595849
"MMR",22,"seq_to_array","ridge",0.784493284493284
"MMR",23,"array_to_seq","lasso",0.43040293040293
"MMR",23,"array_to_seq","elastic_net",0.631868131868132
"MMR",23,"array_to_seq","ridge",0.549450549450549
"MMR",23,"seq_to_array","lasso",0.827228327228327
"MMR",23,"seq_to_array","elastic_net",0.844322344322344
"MMR",23,"seq_to_array","ridge",0.634920634920635
"MMR",24,"array_to_seq","lasso",0.832722832722833
"MMR",24,"array_to_seq","elastic_net",0.831501831501832
"MMR",24,"array_to_seq","ridge",0.593101343101343
"MMR",24,"seq_to_array","lasso",0.870573870573871
"MMR",24,"seq_to_array","elastic_net",0.896825396825397
"MMR",24,"seq_to_array","ridge",0.744200244200244
"MMR",25,"array_to_seq","lasso",0.782051282051282
"MMR",25,"array_to_seq","elastic_net",0.759462759462759
"MMR",25,"array_to_seq","ridge",0.461538461538462
"MMR",25,"seq_to_array","lasso",0.821733821733822
"MMR",25,"seq_to_array","elastic_net",0.733211233211233
"MMR",25,"seq_to_array","ridge",0.570818070818071
"MMR",26,"array_to_seq","lasso",0.759462759462759
"MMR",26,"array_to_seq","elastic_net",0.782661782661783
"MMR",26,"array_to_seq","ridge",0.515262515262515
"MMR",26,"seq_to_array","lasso",0.821733821733822
"MMR",26,"seq_to_array","elastic_net",0.815628815628816
"MMR",26,"seq_to_array","ridge",0.71978021978022
"MMR",27,"array_to_seq","lasso",0.769230769230769
"MMR",27,"array_to_seq","elastic_net",0.822344322344322
"MMR",27,"array_to_seq","ridge",0.553113553113553
"MMR",27,"seq_to_array","lasso",0.793650793650794
"MMR",27,"seq_to_array","elastic_net",0.852869352869353
"MMR",27,"seq_to_array","ridge",0.576617826617827
"MMR",28,"array_to_seq","lasso",0.716117216117216
"MMR",28,"array_to_seq","elastic_net",0.728327228327228
"MMR",28,"array_to_seq","ridge",0.566544566544567
"MMR",28,"seq_to_array","lasso",0.847985347985348
"MMR",28,"seq_to_array","elastic_net",0.876068376068376
"MMR",28,"seq_to_array","ridge",0.815018315018315
"MMR",29,"array_to_seq","lasso",0.785103785103785
"MMR",29,"array_to_seq","elastic_net",0.711843711843712
"MMR",29,"array_to_seq","ridge",0.496336996336996
