"grid","level","seed","method","Type_I_error","Power"
"typeI_balance","balanced",150,"limma_2step",0.0930693069306931,NA
"typeI_balance","balanced",150,"limma_1step",0.100804455445545,NA
"typeI_balance","same_imbalance",150,"limma_2step",0.0634282178217822,NA
"typeI_balance","same_imbalance",150,"limma_1step",0.0507425742574257,NA
"typeI_balance","opp_imbalance",150,"limma_2step",0.0377475247524752,NA
"typeI_balance","opp_imbalance",150,"limma_1step",0.0451113861386139,NA
"typeI_balance","half_imbalance",150,"limma_2step",0.0756806930693069,NA
"typeI_balance","half_imbalance",150,"limma_1step",0.0630569306930693,NA
"power_size","5",150,"limma_2step",0.039406779661017,0.371
"power_size","5",150,"limma_1step",0.0411723163841808,0.3965
"power_size","10",150,"limma_2step",0.0973870056497175,0.632
"power_size","10",150,"limma_1step",0.106497175141243,0.6315
"power_size","30",150,"limma_2step",0.0297316384180791,0.8745
"power_size","30",150,"limma_1step",0.0299435028248588,0.8655
"power_size","50",150,"limma_2step",0.0874293785310735,0.923
"power_size","50",150,"limma_1step",0.0769774011299435,0.9245
"power_balance","balanced",150,"limma_2step",0.0871468926553672,0.9105
"power_balance","balanced",150,"limma_1step",0.0771186440677966,0.9145
"power_balance","same_imbalance",150,"limma_2step",0.136016949152542,0.884
"power_balance","same_imbalance",150,"limma_1step",0.140677966101695,0.8785
"power_balance","opp_imbalance",150,"limma_2step",0.105296610169492,0.881
"power_balance","opp_imbalance",150,"limma_1step",0.0967514124293785,0.894
"power_balance","half_imbalance",150,"limma_2step",0.132415254237288,0.8915
"power_balance","half_imbalance",150,"limma_1step",0.135805084745763,0.8905
"power_effect","0.3",150,"limma_2step",0.0867937853107345,0.4775
"power_effect","0.3",150,"limma_1step",0.0749293785310734,0.4595
"power_effect","0.5",150,"limma_2step",0.0866525423728813,0.6845
"power_effect","0.5",150,"limma_1step",0.0752824858757062,0.6725
"power_effect","0.7",150,"limma_2step",0.0865112994350282,0.8205
"power_effect","0.7",150,"limma_1step",0.075635593220339,0.822
"power_effect","1",150,"limma_2step",0.0874293785310735,0.923
"power_effect","1",150,"limma_1step",0.0769774011299435,0.9245
