"grid","level","seed","method","Type_I_error","Power"
"typeI_balance","balanced",105,"limma_2step",0.0642945544554455,NA
"typeI_balance","balanced",105,"limma_1step",0.0603960396039604,NA
"typeI_balance","same_imbalance",105,"limma_2step",0.0428217821782178,NA
"typeI_balance","same_imbalance",105,"limma_1step",0.040779702970297,NA
"typeI_balance","opp_imbalance",105,"limma_2step",0.0636138613861386,NA
"typeI_balance","opp_imbalance",105,"limma_1step",0.0706683168316832,NA
"typeI_balance","half_imbalance",105,"limma_2step",0.0688118811881188,NA
"typeI_balance","half_imbalance",105,"limma_1step",0.0675742574257426,NA
"power_size","5",105,"limma_2step",0.0560734463276836,0.332
"power_size","5",105,"limma_1step",0.05,0.3565
"power_size","10",105,"limma_2step",0.0635593220338983,0.577
"power_size","10",105,"limma_1step",0.0586158192090395,0.581
"power_size","30",105,"limma_2step",0.256002824858757,0.7855
"power_size","30",105,"limma_1step",0.246468926553672,0.7945
"power_size","50",105,"limma_2step",0.0771186440677966,0.915
"power_size","50",105,"limma_1step",0.0867937853107345,0.9045
"power_balance","balanced",105,"limma_2step",0.0742937853107345,0.9035
"power_balance","balanced",105,"limma_1step",0.0848870056497175,0.888
"power_balance","same_imbalance",105,"limma_2step",0.0847457627118644,0.8905
"power_balance","same_imbalance",105,"limma_1step",0.085593220338983,0.887
"power_balance","opp_imbalance",105,"limma_2step",0.0429378531073446,0.9075
"power_balance","opp_imbalance",105,"limma_1step",0.033545197740113,0.91
"power_balance","half_imbalance",105,"limma_2step",0.0795197740112994,0.894
"power_balance","half_imbalance",105,"limma_1step",0.0722457627118644,0.8925
"power_effect","0.3",105,"limma_2step",0.0670197740112994,0.485
"power_effect","0.3",105,"limma_1step",0.0787429378531073,0.466
"power_effect","0.5",105,"limma_2step",0.0690677966101695,0.6905
"power_effect","0.5",105,"limma_1step",0.0799435028248588,0.6915
"power_effect","0.7",105,"limma_2step",0.071680790960452,0.8235
"power_effect","0.7",105,"limma_1step",0.0826271186440678,0.8135
"power_effect","1",105,"limma_2step",0.0771186440677966,0.915
"power_effect","1",105,"limma_1step",0.0867937853107345,0.9045
