"grid","level","seed","method","Type_I_error","Power"
"typeI_balance","balanced",114,"limma_2step",0.0540841584158416,NA
"typeI_balance","balanced",114,"limma_1step",0.0493811881188119,NA
"typeI_balance","same_imbalance",114,"limma_2step",0.0580445544554455,NA
"typeI_balance","same_imbalance",114,"limma_1step",0.0662747524752475,NA
"typeI_balance","opp_imbalance",114,"limma_2step",0.0518564356435644,NA
"typeI_balance","opp_imbalance",114,"limma_1step",0.052289603960396,NA
"typeI_balance","half_imbalance",114,"limma_2step",0.0590346534653465,NA
"typeI_balance","half_imbalance",114,"limma_1step",0.0625,NA
"power_size","5",114,"limma_2step",0.0955508474576271,0.415
"power_size","5",114,"limma_1step",0.0909604519774011,0.4215
"power_size","10",114,"limma_2step",0.0540960451977401,0.5885
"power_size","10",114,"limma_1step",0.0489406779661017,0.592
"power_size","30",114,"limma_2step",0.0348870056497175,0.876
"power_size","30",114,"limma_1step",0.0324858757062147,0.876
"power_size","50",114,"limma_2step",0.0907485875706215,0.925
"power_size","50",114,"limma_1step",0.0694915254237288,0.928
"power_balance","balanced",114,"limma_2step",0.088771186440678,0.914
"power_balance","balanced",114,"limma_1step",0.0692796610169492,0.915
"power_balance","same_imbalance",114,"limma_2step",0.0925141242937853,0.9045
"power_balance","same_imbalance",114,"limma_1step",0.0737994350282486,0.904
"power_balance","opp_imbalance",114,"limma_2step",0.0396892655367232,0.9295
"power_balance","opp_imbalance",114,"limma_1step",0.0305790960451977,0.9305
"power_balance","half_imbalance",114,"limma_2step",0.12274011299435,0.899
"power_balance","half_imbalance",114,"limma_1step",0.0953389830508475,0.906
"power_effect","0.3",114,"limma_2step",0.0786016949152542,0.486
"power_effect","0.3",114,"limma_1step",0.0649717514124294,0.4655
"power_effect","0.5",114,"limma_2step",0.0817796610169492,0.709
"power_effect","0.5",114,"limma_1step",0.0666666666666667,0.6985
"power_effect","0.7",114,"limma_2step",0.0846045197740113,0.84
"power_effect","0.7",114,"limma_1step",0.0682909604519774,0.8385
"power_effect","1",114,"limma_2step",0.0907485875706215,0.925
"power_effect","1",114,"limma_1step",0.0694915254237288,0.928
