"grid","level","seed","method","Type_I_error","Power"
"typeI_balance","balanced",139,"limma_2step",0.0438737623762376,NA
"typeI_balance","balanced",139,"limma_1step",0.0356435643564356,NA
"typeI_balance","same_imbalance",139,"limma_2step",0.0637376237623762,NA
"typeI_balance","same_imbalance",139,"limma_1step",0.0548886138613861,NA
"typeI_balance","opp_imbalance",139,"limma_2step",0.0317450495049505,NA
"typeI_balance","opp_imbalance",139,"limma_1step",0.0275990099009901,NA
"typeI_balance","half_imbalance",139,"limma_2step",0.0469059405940594,NA
"typeI_balance","half_imbalance",139,"limma_1step",0.0389232673267327,NA
"power_size","5",139,"limma_2step",0.0735169491525424,0.3635
"power_size","5",139,"limma_1step",0.0795197740112994,0.376
"power_size","10",139,"limma_2step",0.0443502824858757,0.556
"power_size","10",139,"limma_1step",0.0348870056497175,0.5575
"power_size","30",139,"limma_2step",0.0286016949152542,0.856
"power_size","30",139,"limma_1step",0.0276129943502825,0.8475
"power_size","50",139,"limma_2step",0.0336158192090395,0.9435
"power_size","50",139,"limma_1step",0.0296610169491525,0.9365
"power_balance","balanced",139,"limma_2step",0.0319915254237288,0.9275
"power_balance","balanced",139,"limma_1step",0.0286723163841808,0.9245
"power_balance","same_imbalance",139,"limma_2step",0.0461158192090395,0.9145
"power_balance","same_imbalance",139,"limma_1step",0.0440677966101695,0.9025
"power_balance","opp_imbalance",139,"limma_2step",0.0419491525423729,0.897
"power_balance","opp_imbalance",139,"limma_1step",0.0367231638418079,0.908
"power_balance","half_imbalance",139,"limma_2step",0.0450564971751412,0.912
"power_balance","half_imbalance",139,"limma_1step",0.0359463276836158,0.9175
"power_effect","0.3",139,"limma_2step",0.0265536723163842,0.3975
"power_effect","0.3",139,"limma_1step",0.0257768361581921,0.386
"power_effect","0.5",139,"limma_2step",0.028319209039548,0.6695
"power_effect","0.5",139,"limma_1step",0.0262005649717514,0.6505
"power_effect","0.7",139,"limma_2step",0.0300141242937853,0.8375
"power_effect","0.7",139,"limma_1step",0.0275423728813559,0.8305
"power_effect","1",139,"limma_2step",0.0336158192090395,0.9435
"power_effect","1",139,"limma_1step",0.0296610169491525,0.9365
