"grid","level","seed","method","Type_I_error","Power"
"typeI_balance","balanced",174,"limma_2step",0.0495049504950495,NA
"typeI_balance","balanced",174,"limma_1step",0.048019801980198,NA
"typeI_balance","same_imbalance",174,"limma_2step",0.0207920792079208,NA
"typeI_balance","same_imbalance",174,"limma_1step",0.0267945544554455,NA
"typeI_balance","opp_imbalance",174,"limma_2step",0.0303217821782178,NA
"typeI_balance","opp_imbalance",174,"limma_1step",0.039480198019802,NA
"typeI_balance","half_imbalance",174,"limma_2step",0.0618811881188119,NA
"typeI_balance","half_imbalance",174,"limma_1step",0.0675123762376238,NA
"power_size","5",174,"limma_2step",0.0305084745762712,0.3945
"power_size","5",174,"limma_1step",0.0293079096045198,0.4105
"power_size","10",174,"limma_2step",0.0494350282485876,0.5695
"power_size","10",174,"limma_1step",0.0471751412429379,0.5675
"power_size","30",174,"limma_2step",0.0621468926553672,0.844
"power_size","30",174,"limma_1step",0.0533898305084746,0.839
"power_size","50",174,"limma_2step",0.0426553672316384,0.939
"power_size","50",174,"limma_1step",0.0418785310734463,0.929
"power_balance","balanced",174,"limma_2step",0.041454802259887,0.927
"power_balance","balanced",174,"limma_1step",0.0413841807909604,0.917
"power_balance","same_imbalance",174,"limma_2step",0.0397598870056497,0.92
"power_balance","same_imbalance",174,"limma_1step",0.0413135593220339,0.9075
"power_balance","opp_imbalance",174,"limma_2step",0.0610875706214689,0.902
"power_balance","opp_imbalance",174,"limma_1step",0.0661723163841808,0.8975
"power_balance","half_imbalance",174,"limma_2step",0.0528954802259887,0.9215
"power_balance","half_imbalance",174,"limma_1step",0.046680790960452,0.9155
"power_effect","0.3",174,"limma_2step",0.0360875706214689,0.4405
"power_effect","0.3",174,"limma_1step",0.0385593220338983,0.4375
"power_effect","0.5",174,"limma_2step",0.0374293785310734,0.6725
"power_effect","0.5",174,"limma_1step",0.0384887005649718,0.666
"power_effect","0.7",174,"limma_2step",0.0388418079096045,0.829
"power_effect","0.7",174,"limma_1step",0.0394774011299435,0.8165
"power_effect","1",174,"limma_2step",0.0426553672316384,0.939
"power_effect","1",174,"limma_1step",0.0418785310734463,0.929
