"grid","level","seed","method","Type_I_error","Power"
"typeI_balance","balanced",198,"limma_2step",0.029269801980198,NA
"typeI_balance","balanced",198,"limma_1step",0.0252475247524752,NA
"typeI_balance","same_imbalance",198,"limma_2step",0.0567450495049505,NA
"typeI_balance","same_imbalance",198,"limma_1step",0.0567450495049505,NA
"typeI_balance","opp_imbalance",198,"limma_2step",0.0209158415841584,NA
"typeI_balance","opp_imbalance",198,"limma_1step",0.0189356435643564,NA
"typeI_balance","half_imbalance",198,"limma_2step",0.0507425742574257,NA
"typeI_balance","half_imbalance",198,"limma_1step",0.054269801980198,NA
"power_size","5",198,"limma_2step",0.0621468926553672,0.418
"power_size","5",198,"limma_1step",0.0739406779661017,0.4355
"power_size","10",198,"limma_2step",0.0307909604519774,0.6045
"power_size","10",198,"limma_1step",0.0246468926553672,0.612
"power_size","30",198,"limma_2step",0.0288841807909605,0.8745
"power_size","30",198,"limma_1step",0.0278248587570621,0.8685
"power_size","50",198,"limma_2step",0.0689971751412429,0.944
"power_size","50",198,"limma_1step",0.0658898305084746,0.9375
"power_balance","balanced",198,"limma_2step",0.0663135593220339,0.9315
"power_balance","balanced",198,"limma_1step",0.0649011299435028,0.9215
"power_balance","same_imbalance",198,"limma_2step",0.0401129943502825,0.9325
"power_balance","same_imbalance",198,"limma_1step",0.0353107344632768,0.9185
"power_balance","opp_imbalance",198,"limma_2step",0.0376412429378531,0.921
"power_balance","opp_imbalance",198,"limma_1step",0.0311440677966102,0.919
"power_balance","half_imbalance",198,"limma_2step",0.0605225988700565,0.931
"power_balance","half_imbalance",198,"limma_1step",0.0490819209039548,0.929
"power_effect","0.3",198,"limma_2step",0.0584745762711864,0.449
"power_effect","0.3",198,"limma_1step",0.0605932203389831,0.4445
"power_effect","0.5",198,"limma_2step",0.0608050847457627,0.6955
"power_effect","0.5",198,"limma_1step",0.0614406779661017,0.6835
"power_effect","0.7",198,"limma_2step",0.063771186440678,0.847
"power_effect","0.7",198,"limma_1step",0.063771186440678,0.82
"power_effect","1",198,"limma_2step",0.0689971751412429,0.944
"power_effect","1",198,"limma_1step",0.0658898305084746,0.9375
