"grid","level","seed","method","Type_I_error","Power"
"typeI_balance","balanced",156,"limma_2step",0.100495049504951,NA
"typeI_balance","balanced",156,"limma_1step",0.1,NA
"typeI_balance","same_imbalance",156,"limma_2step",0.0840346534653465,NA
"typeI_balance","same_imbalance",156,"limma_1step",0.0863861386138614,NA
"typeI_balance","opp_imbalance",156,"limma_2step",0.0451113861386139,NA
"typeI_balance","opp_imbalance",156,"limma_1step",0.0461014851485149,NA
"typeI_balance","half_imbalance",156,"limma_2step",0.078279702970297,NA
"typeI_balance","half_imbalance",156,"limma_1step",0.0849009900990099,NA
"power_size","5",156,"limma_2step",0.0495056497175141,0.351
"power_size","5",156,"limma_1step",0.0492231638418079,0.3785
"power_size","10",156,"limma_2step",0.103954802259887,0.637
"power_size","10",156,"limma_1step",0.101977401129944,0.6335
"power_size","30",156,"limma_2step",0.0474576271186441,0.8755
"power_size","30",156,"limma_1step",0.0464689265536723,0.8635
"power_size","50",156,"limma_2step",0.0266949152542373,0.9505
"power_size","50",156,"limma_1step",0.0247175141242938,0.9515
"power_balance","balanced",156,"limma_2step",0.0254237288135593,0.943
"power_balance","balanced",156,"limma_1step",0.0240112994350282,0.94
"power_balance","same_imbalance",156,"limma_2step",0.0599576271186441,0.9275
"power_balance","same_imbalance",156,"limma_1step",0.063135593220339,0.9215
"power_balance","opp_imbalance",156,"limma_2step",0.0629237288135593,0.9155
"power_balance","opp_imbalance",156,"limma_1step",0.0670197740112994,0.9165
"power_balance","half_imbalance",156,"limma_2step",0.0274717514124294,0.941
"power_balance","half_imbalance",156,"limma_1step",0.0232344632768362,0.9415
"power_effect","0.3",156,"limma_2step",0.0206214689265537,0.449
"power_effect","0.3",156,"limma_1step",0.021045197740113,0.4355
"power_effect","0.5",156,"limma_2step",0.0214689265536723,0.7105
"power_effect","0.5",156,"limma_1step",0.0216101694915254,0.698
"power_effect","0.7",156,"limma_2step",0.0239406779661017,0.862
"power_effect","0.7",156,"limma_1step",0.0228107344632768,0.855
"power_effect","1",156,"limma_2step",0.0266949152542373,0.9505
"power_effect","1",156,"limma_1step",0.0247175141242938,0.9515
