"grid","level","seed","method","Type_I_error","Power"
"typeI_balance","balanced",112,"limma_2step",0.0639232673267327,NA
"typeI_balance","balanced",112,"limma_1step",0.0628712871287129,NA
"typeI_balance","same_imbalance",112,"limma_2step",0.0387376237623762,NA
"typeI_balance","same_imbalance",112,"limma_1step",0.0373143564356436,NA
"typeI_balance","opp_imbalance",112,"limma_2step",0.0454826732673267,NA
"typeI_balance","opp_imbalance",112,"limma_1step",0.0462871287128713,NA
"typeI_balance","half_imbalance",112,"limma_2step",0.0491336633663366,NA
"typeI_balance","half_imbalance",112,"limma_1step",0.0511757425742574,NA
"power_size","5",112,"limma_2step",0.0175847457627119,0.4055
"power_size","5",112,"limma_1step",0.0165960451977401,0.42
"power_size","10",112,"limma_2step",0.0661723163841808,0.5885
"power_size","10",112,"limma_1step",0.0647598870056497,0.595
"power_size","30",112,"limma_2step",0.0242937853107345,0.877
"power_size","30",112,"limma_1step",0.0227401129943503,0.87
"power_size","50",112,"limma_2step",0.0530367231638418,0.9505
"power_size","50",112,"limma_1step",0.0581214689265537,0.9385
"power_balance","balanced",112,"limma_2step",0.0521186440677966,0.937
"power_balance","balanced",112,"limma_1step",0.0581214689265537,0.9285
"power_balance","same_imbalance",112,"limma_2step",0.0403248587570621,0.9295
"power_balance","same_imbalance",112,"limma_1step",0.0492937853107345,0.912
"power_balance","opp_imbalance",112,"limma_2step",0.0586864406779661,0.911
"power_balance","opp_imbalance",112,"limma_1step",0.0609463276836158,0.9165
"power_balance","half_imbalance",112,"limma_2step",0.0589689265536723,0.9295
"power_balance","half_imbalance",112,"limma_1step",0.0650423728813559,0.9255
"power_effect","0.3",112,"limma_2step",0.0478813559322034,0.4565
"power_effect","0.3",112,"limma_1step",0.0550847457627119,0.4465
"power_effect","0.5",112,"limma_2step",0.0485875706214689,0.695
"power_effect","0.5",112,"limma_1step",0.0550141242937853,0.6885
"power_effect","0.7",112,"limma_2step",0.0502118644067797,0.8515
"power_effect","0.7",112,"limma_1step",0.0569915254237288,0.8375
"power_effect","1",112,"limma_2step",0.0530367231638418,0.9505
"power_effect","1",112,"limma_1step",0.0581214689265537,0.9385
