"grid","level","seed","method","Type_I_error","Power"
"typeI_balance","balanced",152,"limma_2step",0.0245049504950495,NA
"typeI_balance","balanced",152,"limma_1step",0.0249381188118812,NA
"typeI_balance","same_imbalance",152,"limma_2step",0.0308787128712871,NA
"typeI_balance","same_imbalance",152,"limma_1step",0.0306930693069307,NA
"typeI_balance","opp_imbalance",152,"limma_2step",0.0243193069306931,NA
"typeI_balance","opp_imbalance",152,"limma_1step",0.0252475247524752,NA
"typeI_balance","half_imbalance",152,"limma_2step",0.0264851485148515,NA
"typeI_balance","half_imbalance",152,"limma_1step",0.0255569306930693,NA
"power_size","5",152,"limma_2step",0.0656779661016949,0.38
"power_size","5",152,"limma_1step",0.0610875706214689,0.397
"power_size","10",152,"limma_2step",0.0266242937853107,0.5815
"power_size","10",152,"limma_1step",0.0260593220338983,0.581
"power_size","30",152,"limma_2step",0.0427966101694915,0.8675
"power_size","30",152,"limma_1step",0.0385593220338983,0.8655
"power_size","50",152,"limma_2step",0.0728813559322034,0.934
"power_size","50",152,"limma_1step",0.0579802259887006,0.9265
"power_balance","balanced",152,"limma_2step",0.0697033898305085,0.918
"power_balance","balanced",152,"limma_1step",0.0564265536723164,0.913
"power_balance","same_imbalance",152,"limma_2step",0.132415254237288,0.8955
"power_balance","same_imbalance",152,"limma_1step",0.121327683615819,0.8925
"power_balance","opp_imbalance",152,"limma_2step",0.122810734463277,0.8915
"power_balance","opp_imbalance",152,"limma_1step",0.126059322033898,0.8905
"power_balance","half_imbalance",152,"limma_2step",0.107768361581921,0.9
"power_balance","half_imbalance",152,"limma_1step",0.0858050847457627,0.9045
"power_effect","0.3",152,"limma_2step",0.0588276836158192,0.4705
"power_effect","0.3",152,"limma_1step",0.0485875706214689,0.4635
"power_effect","0.5",152,"limma_2step",0.0625706214689266,0.6955
"power_effect","0.5",152,"limma_1step",0.0507062146892655,0.686
"power_effect","0.7",152,"limma_2step",0.0671610169491525,0.8295
"power_effect","0.7",152,"limma_1step",0.0535310734463277,0.8275
"power_effect","1",152,"limma_2step",0.0728813559322034,0.934
"power_effect","1",152,"limma_1step",0.0579802259887006,0.9265
