"grid","level","seed","method","Type_I_error","Power"
"typeI_balance","balanced",168,"limma_2step",0.0456064356435644,NA
"typeI_balance","balanced",168,"limma_1step",0.0418316831683168,NA
"typeI_balance","same_imbalance",168,"limma_2step",0.100061881188119,NA
"typeI_balance","same_imbalance",168,"limma_1step",0.100618811881188,NA
"typeI_balance","opp_imbalance",168,"limma_2step",0.0440594059405941,NA
"typeI_balance","opp_imbalance",168,"limma_1step",0.0436262376237624,NA
"typeI_balance","half_imbalance",168,"limma_2step",0.0974628712871287,NA
"typeI_balance","half_imbalance",168,"limma_1step",0.106868811881188,NA
"power_size","5",168,"limma_2step",0.0820621468926554,0.4065
"power_size","5",168,"limma_1step",0.0778248587570621,0.4365
"power_size","10",168,"limma_2step",0.045409604519774,0.5615
"power_size","10",168,"limma_1step",0.0427966101694915,0.5635
"power_size","30",168,"limma_2step",0.0391949152542373,0.8855
"power_size","30",168,"limma_1step",0.0322033898305085,0.879
"power_size","50",168,"limma_2step",0.0360169491525424,0.9325
"power_size","50",168,"limma_1step",0.033545197740113,0.93
"power_balance","balanced",168,"limma_2step",0.0358757062146893,0.921
"power_balance","balanced",168,"limma_1step",0.0329802259887006,0.9155
"power_balance","same_imbalance",168,"limma_2step",0.049364406779661,0.91
"power_balance","same_imbalance",168,"limma_1step",0.0418079096045198,0.9015
"power_balance","opp_imbalance",168,"limma_2step",0.0314971751412429,0.9215
"power_balance","opp_imbalance",168,"limma_1step",0.0215395480225989,0.926
"power_balance","half_imbalance",168,"limma_2step",0.0468926553672316,0.92
"power_balance","half_imbalance",168,"limma_1step",0.047316384180791,0.9115
"power_effect","0.3",168,"limma_2step",0.0319915254237288,0.458
"power_effect","0.3",168,"limma_1step",0.0293079096045198,0.4265
"power_effect","0.5",168,"limma_2step",0.0324152542372881,0.6935
"power_effect","0.5",168,"limma_1step",0.0300141242937853,0.675
"power_effect","0.7",168,"limma_2step",0.0333333333333333,0.8385
"power_effect","0.7",168,"limma_1step",0.0296610169491525,0.8245
"power_effect","1",168,"limma_2step",0.0360169491525424,0.9325
"power_effect","1",168,"limma_1step",0.033545197740113,0.93
