"grid","level","seed","method","Type_I_error","Power"
"typeI_balance","balanced",124,"limma_2step",0.0316831683168317,NA
"typeI_balance","balanced",124,"limma_1step",0.026980198019802,NA
"typeI_balance","same_imbalance",124,"limma_2step",0.0411509900990099,NA
"typeI_balance","same_imbalance",124,"limma_1step",0.0362623762376238,NA
"typeI_balance","opp_imbalance",124,"limma_2step",0.0319925742574257,NA
"typeI_balance","opp_imbalance",124,"limma_1step",0.0338490099009901,NA
"typeI_balance","half_imbalance",124,"limma_2step",0.0404084158415842,NA
"typeI_balance","half_imbalance",124,"limma_1step",0.033539603960396,NA
"power_size","5",124,"limma_2step",0.0221751412429379,0.349
"power_size","5",124,"limma_1step",0.0177966101694915,0.365
"power_size","10",124,"limma_2step",0.0329802259887006,0.5815
"power_size","10",124,"limma_1step",0.0276129943502825,0.5785
"power_size","30",124,"limma_2step",0.0188559322033898,0.871
"power_size","30",124,"limma_1step",0.0174435028248588,0.872
"power_size","50",124,"limma_2step",0.0206214689265537,0.9345
"power_size","50",124,"limma_1step",0.022316384180791,0.934
"power_balance","balanced",124,"limma_2step",0.020409604519774,0.9245
"power_balance","balanced",124,"limma_1step",0.0218926553672316,0.922
"power_balance","same_imbalance",124,"limma_2step",0.0340395480225989,0.9045
"power_balance","same_imbalance",124,"limma_1step",0.0312853107344633,0.903
"power_balance","opp_imbalance",124,"limma_2step",0.0312853107344633,0.902
"power_balance","opp_imbalance",124,"limma_1step",0.0240819209039548,0.907
"power_balance","half_imbalance",124,"limma_2step",0.0318502824858757,0.9115
"power_balance","half_imbalance",124,"limma_1step",0.029590395480226,0.9085
"power_effect","0.3",124,"limma_2step",0.019774011299435,0.4465
"power_effect","0.3",124,"limma_1step",0.0206920903954802,0.416
"power_effect","0.5",124,"limma_2step",0.0200564971751412,0.699
"power_effect","0.5",124,"limma_1step",0.0206214689265537,0.688
"power_effect","0.7",124,"limma_2step",0.019774011299435,0.842
"power_effect","0.7",124,"limma_1step",0.0207627118644068,0.839
"power_effect","1",124,"limma_2step",0.0206214689265537,0.9345
"power_effect","1",124,"limma_1step",0.022316384180791,0.934
