"grid","level","seed","method","Type_I_error","Power"
"typeI_balance","balanced",141,"limma_2step",0.0508663366336634,NA
"typeI_balance","balanced",141,"limma_1step",0.0456064356435644,NA
"typeI_balance","same_imbalance",141,"limma_2step",0.0537747524752475,NA
"typeI_balance","same_imbalance",141,"limma_1step",0.0522277227722772,NA
"typeI_balance","opp_imbalance",141,"limma_2step",0.0366336633663366,NA
"typeI_balance","opp_imbalance",141,"limma_1step",0.0444306930693069,NA
"typeI_balance","half_imbalance",141,"limma_2step",0.0542079207920792,NA
"typeI_balance","half_imbalance",141,"limma_1step",0.0530940594059406,NA
"power_size","5",141,"limma_2step",0.0404661016949153,0.318
"power_size","5",141,"limma_1step",0.0410310734463277,0.3415
"power_size","10",141,"limma_2step",0.0492937853107345,0.607
"power_size","10",141,"limma_1step",0.0425141242937853,0.6205
"power_size","30",141,"limma_2step",0.0456214689265537,0.865
"power_size","30",141,"limma_1step",0.0411723163841808,0.8555
"power_size","50",141,"limma_2step",0.0462570621468927,0.944
"power_size","50",141,"limma_1step",0.0371468926553672,0.936
"power_balance","balanced",141,"limma_2step",0.044138418079096,0.9295
"power_balance","balanced",141,"limma_1step",0.036228813559322,0.9245
"power_balance","same_imbalance",141,"limma_2step",0.0634887005649717,0.9105
"power_balance","same_imbalance",141,"limma_1step",0.0527542372881356,0.9015
"power_balance","opp_imbalance",141,"limma_2step",0.0525423728813559,0.9025
"power_balance","opp_imbalance",141,"limma_1step",0.0430790960451977,0.898
"power_balance","half_imbalance",141,"limma_2step",0.0455508474576271,0.929
"power_balance","half_imbalance",141,"limma_1step",0.0359463276836158,0.9315
"power_effect","0.3",141,"limma_2step",0.0375706214689266,0.4475
"power_effect","0.3",141,"limma_1step",0.0314265536723164,0.438
"power_effect","0.5",141,"limma_2step",0.0390536723163842,0.698
"power_effect","0.5",141,"limma_1step",0.032909604519774,0.6895
"power_effect","0.7",141,"limma_2step",0.0404661016949153,0.8335
"power_effect","0.7",141,"limma_1step",0.0340395480225989,0.834
"power_effect","1",141,"limma_2step",0.0462570621468927,0.944
"power_effect","1",141,"limma_1step",0.0371468926553672,0.936
