"grid","level","seed","method","Type_I_error","Power"
"typeI_balance","balanced",186,"limma_2step",0.0375618811881188,NA
"typeI_balance","balanced",186,"limma_1step",0.0333539603960396,NA
"typeI_balance","same_imbalance",186,"limma_2step",0.0438118811881188,NA
"typeI_balance","same_imbalance",186,"limma_1step",0.0386757425742574,NA
"typeI_balance","opp_imbalance",186,"limma_2step",0.0288985148514851,NA
"typeI_balance","opp_imbalance",186,"limma_1step",0.0298886138613861,NA
"typeI_balance","half_imbalance",186,"limma_2step",0.0509282178217822,NA
"typeI_balance","half_imbalance",186,"limma_1step",0.0481435643564356,NA
"power_size","5",186,"limma_2step",0.0350282485875706,0.359
"power_size","5",186,"limma_1step",0.0282485875706215,0.3715
"power_size","10",186,"limma_2step",0.0380649717514124,0.573
"power_size","10",186,"limma_1step",0.0337570621468927,0.5615
"power_size","30",186,"limma_2step",0.0436440677966102,0.8635
"power_size","30",186,"limma_1step",0.0435028248587571,0.8595
"power_size","50",186,"limma_2step",0.0889830508474576,0.906
"power_size","50",186,"limma_1step",0.0809322033898305,0.9055
"power_balance","balanced",186,"limma_2step",0.0894774011299435,0.8905
"power_balance","balanced",186,"limma_1step",0.0804378531073446,0.89
"power_balance","same_imbalance",186,"limma_2step",0.0596751412429379,0.881
"power_balance","same_imbalance",186,"limma_1step",0.0620762711864407,0.878
"power_balance","opp_imbalance",186,"limma_2step",0.0380649717514124,0.9035
"power_balance","opp_imbalance",186,"limma_1step",0.0307909604519774,0.9135
"power_balance","half_imbalance",186,"limma_2step",0.0995056497175141,0.8785
"power_balance","half_imbalance",186,"limma_1step",0.106850282485876,0.875
"power_effect","0.3",186,"limma_2step",0.0883474576271186,0.4665
"power_effect","0.3",186,"limma_1step",0.0773305084745763,0.4645
"power_effect","0.5",186,"limma_2step",0.0871468926553672,0.6795
"power_effect","0.5",186,"limma_1step",0.0768361581920904,0.6805
"power_effect","0.7",186,"limma_2step",0.0880649717514124,0.8065
"power_effect","0.7",186,"limma_1step",0.0781073446327684,0.81
"power_effect","1",186,"limma_2step",0.0889830508474576,0.906
"power_effect","1",186,"limma_1step",0.0809322033898305,0.9055
