"grid","level","seed","method","Type_I_error","Power"
"typeI_balance","balanced",117,"limma_2step",0.0190594059405941,NA
"typeI_balance","balanced",117,"limma_1step",0.0196782178217822,NA
"typeI_balance","same_imbalance",117,"limma_2step",0.0276608910891089,NA
"typeI_balance","same_imbalance",117,"limma_1step",0.0265470297029703,NA
"typeI_balance","opp_imbalance",117,"limma_2step",0.0392945544554455,NA
"typeI_balance","opp_imbalance",117,"limma_1step",0.0486386138613861,NA
"typeI_balance","half_imbalance",117,"limma_2step",0.0280321782178218,NA
"typeI_balance","half_imbalance",117,"limma_1step",0.0288366336633663,NA
"power_size","5",117,"limma_2step",0.0364406779661017,0.384
"power_size","5",117,"limma_1step",0.0367937853107345,0.4215
"power_size","10",117,"limma_2step",0.0212570621468927,0.6375
"power_size","10",117,"limma_1step",0.0198446327683616,0.6405
"power_size","30",117,"limma_2step",0.0351694915254237,0.884
"power_size","30",117,"limma_1step",0.0353107344632768,0.8755
"power_size","50",117,"limma_2step",0.103036723163842,0.9375
"power_size","50",117,"limma_1step",0.102683615819209,0.9315
"power_balance","balanced",117,"limma_2step",0.101059322033898,0.9185
"power_balance","balanced",117,"limma_1step",0.100564971751412,0.9145
"power_balance","same_imbalance",117,"limma_2step",0.048093220338983,0.9245
"power_balance","same_imbalance",117,"limma_1step",0.0438559322033898,0.9155
"power_balance","opp_imbalance",117,"limma_2step",0.0463983050847458,0.92
"power_balance","opp_imbalance",117,"limma_1step",0.0424435028248588,0.925
"power_balance","half_imbalance",117,"limma_2step",0.0911723163841808,0.9225
"power_balance","half_imbalance",117,"limma_1step",0.086864406779661,0.9145
"power_effect","0.3",117,"limma_2step",0.0955508474576271,0.486
"power_effect","0.3",117,"limma_1step",0.0937146892655367,0.4815
"power_effect","0.5",117,"limma_2step",0.0977401129943503,0.701
"power_effect","0.5",117,"limma_1step",0.0951271186440678,0.696
"power_effect","0.7",117,"limma_2step",0.0984463276836158,0.8485
"power_effect","0.7",117,"limma_1step",0.0981638418079096,0.831
"power_effect","1",117,"limma_2step",0.103036723163842,0.9375
"power_effect","1",117,"limma_1step",0.102683615819209,0.9315
