"grid","level","seed","method","Type_I_error","Power"
"typeI_balance","balanced",178,"limma_2step",0.0185024752475248,NA
"typeI_balance","balanced",178,"limma_1step",0.017450495049505,NA
"typeI_balance","same_imbalance",178,"limma_2step",0.0426361386138614,NA
"typeI_balance","same_imbalance",178,"limma_1step",0.0376237623762376,NA
"typeI_balance","opp_imbalance",178,"limma_2step",0.0318069306930693,NA
"typeI_balance","opp_imbalance",178,"limma_1step",0.0364480198019802,NA
"typeI_balance","half_imbalance",178,"limma_2step",0.0267945544554455,NA
"typeI_balance","half_imbalance",178,"limma_1step",0.0273514851485149,NA
"power_size","5",178,"limma_2step",0.0469632768361582,0.3745
"power_size","5",178,"limma_1step",0.0481638418079096,0.412
"power_size","10",178,"limma_2step",0.0194915254237288,0.6235
"power_size","10",178,"limma_1step",0.0179378531073446,0.6295
"power_size","30",178,"limma_2step",0.0451977401129944,0.8655
"power_size","30",178,"limma_1step",0.0431497175141243,0.86
"power_size","50",178,"limma_2step",0.053954802259887,0.939
"power_size","50",178,"limma_1step",0.0540254237288136,0.9325
"power_balance","balanced",178,"limma_2step",0.053319209039548,0.9265
"power_balance","balanced",178,"limma_1step",0.053319209039548,0.9155
"power_balance","same_imbalance",178,"limma_2step",0.0867937853107345,0.89
"power_balance","same_imbalance",178,"limma_1step",0.0956214689265537,0.8745
"power_balance","opp_imbalance",178,"limma_2step",0.163983050847458,0.8415
"power_balance","opp_imbalance",178,"limma_1step",0.186511299435028,0.847
"power_balance","half_imbalance",178,"limma_2step",0.0948446327683616,0.886
"power_balance","half_imbalance",178,"limma_1step",0.104449152542373,0.8835
"power_effect","0.3",178,"limma_2step",0.0480225988700565,0.4385
"power_effect","0.3",178,"limma_1step",0.0488700564971751,0.426
"power_effect","0.5",178,"limma_2step",0.0485169491525424,0.663
"power_effect","0.5",178,"limma_1step",0.0497175141242938,0.658
"power_effect","0.7",178,"limma_2step",0.0509180790960452,0.822
"power_effect","0.7",178,"limma_1step",0.0514830508474576,0.818
"power_effect","1",178,"limma_2step",0.053954802259887,0.939
"power_effect","1",178,"limma_1step",0.0540254237288136,0.9325
