"grid","level","seed","method","Type_I_error","Power"
"typeI_balance","balanced",146,"limma_2step",0.0603960396039604,NA
"typeI_balance","balanced",146,"limma_1step",0.0617574257425743,NA
"typeI_balance","same_imbalance",146,"limma_2step",0.0307549504950495,NA
"typeI_balance","same_imbalance",146,"limma_1step",0.0277227722772277,NA
"typeI_balance","opp_imbalance",146,"limma_2step",0.0198638613861386,NA
"typeI_balance","opp_imbalance",146,"limma_1step",0.0163366336633663,NA
"typeI_balance","half_imbalance",146,"limma_2step",0.0459158415841584,NA
"typeI_balance","half_imbalance",146,"limma_1step",0.0403465346534653,NA
"power_size","5",146,"limma_2step",0.0261299435028249,0.4345
"power_size","5",146,"limma_1step",0.0234463276836158,0.448
"power_size","10",146,"limma_2step",0.0657485875706215,0.555
"power_size","10",146,"limma_1step",0.0615112994350282,0.562
"power_size","30",146,"limma_2step",0.0344632768361582,0.8825
"power_size","30",146,"limma_1step",0.0353107344632768,0.8655
"power_size","50",146,"limma_2step",0.0311440677966102,0.948
"power_size","50",146,"limma_1step",0.0291666666666667,0.942
"power_balance","balanced",146,"limma_2step",0.0298728813559322,0.939
"power_balance","balanced",146,"limma_1step",0.0286016949152542,0.9305
"power_balance","same_imbalance",146,"limma_2step",0.0519774011299435,0.9225
"power_balance","same_imbalance",146,"limma_1step",0.0454802259887006,0.9185
"power_balance","opp_imbalance",146,"limma_2step",0.129378531073446,0.867
"power_balance","opp_imbalance",146,"limma_1step",0.132697740112994,0.8715
"power_balance","half_imbalance",146,"limma_2step",0.0328389830508475,0.9365
"power_balance","half_imbalance",146,"limma_1step",0.0270480225988701,0.9365
"power_effect","0.3",146,"limma_2step",0.025,0.457
"power_effect","0.3",146,"limma_1step",0.0269067796610169,0.444
"power_effect","0.5",146,"limma_2step",0.0254943502824859,0.6985
"power_effect","0.5",146,"limma_1step",0.0271892655367232,0.6865
"power_effect","0.7",146,"limma_2step",0.0266949152542373,0.85
"power_effect","0.7",146,"limma_1step",0.0275423728813559,0.8345
"power_effect","1",146,"limma_2step",0.0311440677966102,0.948
"power_effect","1",146,"limma_1step",0.0291666666666667,0.942
