"grid","level","seed","method","Type_I_error","Power"
"typeI_balance","balanced",102,"limma_2step",0.0360148514851485,NA
"typeI_balance","balanced",102,"limma_1step",0.0379950495049505,NA
"typeI_balance","same_imbalance",102,"limma_2step",0.0214108910891089,NA
"typeI_balance","same_imbalance",102,"limma_1step",0.0228341584158416,NA
"typeI_balance","opp_imbalance",102,"limma_2step",0.0277227722772277,NA
"typeI_balance","opp_imbalance",102,"limma_1step",0.0362623762376238,NA
"typeI_balance","half_imbalance",102,"limma_2step",0.0261138613861386,NA
"typeI_balance","half_imbalance",102,"limma_1step",0.0274752475247525,NA
"power_size","5",102,"limma_2step",0.0395480225988701,0.3665
"power_size","5",102,"limma_1step",0.0346751412429378,0.391
"power_size","10",102,"limma_2step",0.0379237288135593,0.615
"power_size","10",102,"limma_1step",0.038135593220339,0.616
"power_size","30",102,"limma_2step",0.0245762711864407,0.882
"power_size","30",102,"limma_1step",0.0274717514124294,0.874
"power_size","50",102,"limma_2step",0.0788135593220339,0.9165
"power_size","50",102,"limma_1step",0.0732344632768362,0.9145
"power_balance","balanced",102,"limma_2step",0.0778248587570621,0.8965
"power_balance","balanced",102,"limma_1step",0.0730225988700565,0.898
"power_balance","same_imbalance",102,"limma_2step",0.0451271186440678,0.918
"power_balance","same_imbalance",102,"limma_1step",0.0400423728813559,0.9145
"power_balance","opp_imbalance",102,"limma_2step",0.046680790960452,0.901
"power_balance","opp_imbalance",102,"limma_1step",0.0382768361581921,0.9085
"power_balance","half_imbalance",102,"limma_2step",0.0690677966101695,0.91
"power_balance","half_imbalance",102,"limma_1step",0.065183615819209,0.915
"power_effect","0.3",102,"limma_2step",0.0731638418079096,0.4395
"power_effect","0.3",102,"limma_1step",0.0690677966101695,0.427
"power_effect","0.5",102,"limma_2step",0.0736581920903955,0.648
"power_effect","0.5",102,"limma_1step",0.0696327683615819,0.6495
"power_effect","0.7",102,"limma_2step",0.0754943502824859,0.8085
"power_effect","0.7",102,"limma_1step",0.0704802259887006,0.8015
"power_effect","1",102,"limma_2step",0.0788135593220339,0.9165
"power_effect","1",102,"limma_1step",0.0732344632768362,0.9145
