"grid","level","seed","method","Type_I_error","Power"
"typeI_balance","balanced",197,"limma_2step",0.111200495049505,NA
"typeI_balance","balanced",197,"limma_1step",0.120482673267327,NA
"typeI_balance","same_imbalance",197,"limma_2step",0.0766707920792079,NA
"typeI_balance","same_imbalance",197,"limma_1step",0.0716584158415842,NA
"typeI_balance","opp_imbalance",197,"limma_2step",0.039789603960396,NA
"typeI_balance","opp_imbalance",197,"limma_1step",0.0431930693069307,NA
"typeI_balance","half_imbalance",197,"limma_2step",0.0758663366336634,NA
"typeI_balance","half_imbalance",197,"limma_1step",0.0742574257425743,NA
"power_size","5",197,"limma_2step",0.0426553672316384,0.3905
"power_size","5",197,"limma_1step",0.0462570621468927,0.4105
"power_size","10",197,"limma_2step",0.113559322033898,0.6215
"power_size","10",197,"limma_1step",0.121822033898305,0.63
"power_size","30",197,"limma_2step",0.169209039548023,0.8395
"power_size","30",197,"limma_1step",0.16659604519774,0.8375
"power_size","50",197,"limma_2step",0.0245056497175141,0.9535
"power_size","50",197,"limma_1step",0.023728813559322,0.9435
"power_balance","balanced",197,"limma_2step",0.0230225988700565,0.939
"power_balance","balanced",197,"limma_1step",0.0230225988700565,0.93
"power_balance","same_imbalance",197,"limma_2step",0.0673022598870057,0.9135
"power_balance","same_imbalance",197,"limma_1step",0.0769774011299435,0.902
"power_balance","opp_imbalance",197,"limma_2step",0.0586864406779661,0.9065
"power_balance","opp_imbalance",197,"limma_1step",0.092090395480226,0.896
"power_balance","half_imbalance",197,"limma_2step",0.0314265536723164,0.929
"power_balance","half_imbalance",197,"limma_1step",0.0268361581920904,0.927
"power_effect","0.3",197,"limma_2step",0.017725988700565,0.448
"power_effect","0.3",197,"limma_1step",0.0194915254237288,0.439
"power_effect","0.5",197,"limma_2step",0.0192090395480226,0.6985
"power_effect","0.5",197,"limma_1step",0.0201977401129943,0.6945
"power_effect","0.7",197,"limma_2step",0.0206920903954802,0.859
"power_effect","0.7",197,"limma_1step",0.0213983050847458,0.846
"power_effect","1",197,"limma_2step",0.0245056497175141,0.9535
"power_effect","1",197,"limma_1step",0.023728813559322,0.9435
