"grid","level","seed","method","Type_I_error","Power"
"typeI_balance","balanced",133,"limma_2step",0.0737623762376238,NA
"typeI_balance","balanced",133,"limma_1step",0.0907178217821782,NA
"typeI_balance","same_imbalance",133,"limma_2step",0.0168935643564356,NA
"typeI_balance","same_imbalance",133,"limma_1step",0.0193069306930693,NA
"typeI_balance","opp_imbalance",133,"limma_2step",0.0316212871287129,NA
"typeI_balance","opp_imbalance",133,"limma_1step",0.0441831683168317,NA
"typeI_balance","half_imbalance",133,"limma_2step",0.0188118811881188,NA
"typeI_balance","half_imbalance",133,"limma_1step",0.0202970297029703,NA
"power_size","5",133,"limma_2step",0.033545197740113,0.3695
"power_size","5",133,"limma_1step",0.028319209039548,0.377
"power_size","10",133,"limma_2step",0.0784604519774011,0.6225
"power_size","10",133,"limma_1step",0.090819209039548,0.62
"power_size","30",133,"limma_2step",0.0461158192090395,0.872
"power_size","30",133,"limma_1step",0.0424435028248588,0.8695
"power_size","50",133,"limma_2step",0.0714689265536723,0.931
"power_size","50",133,"limma_1step",0.0785310734463277,0.9275
"power_balance","balanced",133,"limma_2step",0.0709039548022599,0.9125
"power_balance","balanced",133,"limma_1step",0.077683615819209,0.913
"power_balance","same_imbalance",133,"limma_2step",0.0532485875706215,0.921
"power_balance","same_imbalance",133,"limma_1step",0.0594632768361582,0.9135
"power_balance","opp_imbalance",133,"limma_2step",0.0507062146892655,0.9145
"power_balance","opp_imbalance",133,"limma_1step",0.0554378531073446,0.9145
"power_balance","half_imbalance",133,"limma_2step",0.080225988700565,0.915
"power_balance","half_imbalance",133,"limma_1step",0.0815677966101695,0.9185
"power_effect","0.3",133,"limma_2step",0.0650423728813559,0.4725
"power_effect","0.3",133,"limma_1step",0.0716101694915254,0.4515
"power_effect","0.5",133,"limma_2step",0.0666666666666667,0.69
"power_effect","0.5",133,"limma_1step",0.0733050847457627,0.667
"power_effect","0.7",133,"limma_2step",0.0677966101694915,0.8225
"power_effect","0.7",133,"limma_1step",0.0755649717514124,0.8105
"power_effect","1",133,"limma_2step",0.0714689265536723,0.931
"power_effect","1",133,"limma_1step",0.0785310734463277,0.9275
