"grid","level","seed","method","Type_I_error","Power"
"typeI_balance","balanced",159,"limma_2step",0.0318069306930693,NA
"typeI_balance","balanced",159,"limma_1step",0.0266707920792079,NA
"typeI_balance","same_imbalance",159,"limma_2step",0.0589108910891089,NA
"typeI_balance","same_imbalance",159,"limma_1step",0.060519801980198,NA
"typeI_balance","opp_imbalance",159,"limma_2step",0.0602722772277228,NA
"typeI_balance","opp_imbalance",159,"limma_1step",0.064789603960396,NA
"typeI_balance","half_imbalance",159,"limma_2step",0.0336014851485149,NA
"typeI_balance","half_imbalance",159,"limma_1step",0.0325495049504951,NA
"power_size","5",159,"limma_2step",0.0675847457627119,0.396
"power_size","5",159,"limma_1step",0.0728107344632768,0.4305
"power_size","10",159,"limma_2step",0.0333333333333333,0.5915
"power_size","10",159,"limma_1step",0.0264830508474576,0.596
"power_size","30",159,"limma_2step",0.0553672316384181,0.841
"power_size","30",159,"limma_1step",0.0533898305084746,0.8425
"power_size","50",159,"limma_2step",0.0695621468926554,0.937
"power_size","50",159,"limma_1step",0.0684322033898305,0.929
"power_balance","balanced",159,"limma_2step",0.0676553672316384,0.92
"power_balance","balanced",159,"limma_1step",0.0673022598870057,0.9115
"power_balance","same_imbalance",159,"limma_2step",0.0310734463276836,0.9285
"power_balance","same_imbalance",159,"limma_1step",0.0263418079096045,0.9175
"power_balance","opp_imbalance",159,"limma_2step",0.0391242937853107,0.911
"power_balance","opp_imbalance",159,"limma_1step",0.0306497175141243,0.9115
"power_balance","half_imbalance",159,"limma_2step",0.0430084745762712,0.927
"power_balance","half_imbalance",159,"limma_1step",0.0373587570621469,0.929
"power_effect","0.3",159,"limma_2step",0.0608050847457627,0.4595
"power_effect","0.3",159,"limma_1step",0.0622881355932203,0.4535
"power_effect","0.5",159,"limma_2step",0.0632768361581921,0.6915
"power_effect","0.5",159,"limma_1step",0.0630649717514124,0.6855
"power_effect","0.7",159,"limma_2step",0.065183615819209,0.8295
"power_effect","0.7",159,"limma_1step",0.0653954802259887,0.8185
"power_effect","1",159,"limma_2step",0.0695621468926554,0.937
"power_effect","1",159,"limma_1step",0.0684322033898305,0.929
