"grid","level","seed","method","Type_I_error","Power"
"typeI_balance","balanced",196,"limma_2step",0.0262376237623762,NA
"typeI_balance","balanced",196,"limma_1step",0.025,NA
"typeI_balance","same_imbalance",196,"limma_2step",0.0527227722772277,NA
"typeI_balance","same_imbalance",196,"limma_1step",0.0518564356435644,NA
"typeI_balance","opp_imbalance",196,"limma_2step",0.0349628712871287,NA
"typeI_balance","opp_imbalance",196,"limma_1step",0.0352722772277228,NA
"typeI_balance","half_imbalance",196,"limma_2step",0.0292079207920792,NA
"typeI_balance","half_imbalance",196,"limma_1step",0.0275990099009901,NA
"power_size","5",196,"limma_2step",0.0547316384180791,0.392
"power_size","5",196,"limma_1step",0.0468926553672316,0.403
"power_size","10",196,"limma_2step",0.0269067796610169,0.575
"power_size","10",196,"limma_1step",0.0249293785310734,0.5805
"power_size","30",196,"limma_2step",0.0339689265536723,0.873
"power_size","30",196,"limma_1step",0.0328389830508475,0.866
"power_size","50",196,"limma_2step",0.0725282485875706,0.9235
"power_size","50",196,"limma_1step",0.0656073446327684,0.926
"power_balance","balanced",196,"limma_2step",0.070409604519774,0.9145
"power_balance","balanced",196,"limma_1step",0.0646186440677966,0.911
"power_balance","same_imbalance",196,"limma_2step",0.053954802259887,0.9175
"power_balance","same_imbalance",196,"limma_1step",0.0543785310734463,0.912
"power_balance","opp_imbalance",196,"limma_2step",0.0555084745762712,0.9025
"power_balance","opp_imbalance",196,"limma_1step",0.0613700564971751,0.903
"power_balance","half_imbalance",196,"limma_2step",0.055861581920904,0.9205
"power_balance","half_imbalance",196,"limma_1step",0.0520480225988701,0.9215
"power_effect","0.3",196,"limma_2step",0.0653954802259887,0.4565
"power_effect","0.3",196,"limma_1step",0.0606638418079096,0.4475
"power_effect","0.5",196,"limma_2step",0.0665254237288136,0.6865
"power_effect","0.5",196,"limma_1step",0.0608757062146893,0.676
"power_effect","0.7",196,"limma_2step",0.0681497175141243,0.8225
"power_effect","0.7",196,"limma_1step",0.0622881355932203,0.8185
"power_effect","1",196,"limma_2step",0.0725282485875706,0.9235
"power_effect","1",196,"limma_1step",0.0656073446327684,0.926
