"grid","level","seed","method","Type_I_error","Power"
"typeI_balance","balanced",136,"limma_2step",0.00965346534653465,NA
"typeI_balance","balanced",136,"limma_1step",0.00748762376237624,NA
"typeI_balance","same_imbalance",136,"limma_2step",0.0167079207920792,NA
"typeI_balance","same_imbalance",136,"limma_1step",0.0151608910891089,NA
"typeI_balance","opp_imbalance",136,"limma_2step",0.0214727722772277,NA
"typeI_balance","opp_imbalance",136,"limma_1step",0.0221534653465347,NA
"typeI_balance","half_imbalance",136,"limma_2step",0.0133663366336634,NA
"typeI_balance","half_imbalance",136,"limma_1step",0.00959158415841584,NA
"power_size","5",136,"limma_2step",0.0234463276836158,0.3905
"power_size","5",136,"limma_1step",0.0209745762711864,0.41
"power_size","10",136,"limma_2step",0.0112994350282486,0.5835
"power_size","10",136,"limma_1step",0.0077683615819209,0.592
"power_size","30",136,"limma_2step",0.123728813559322,0.818
"power_size","30",136,"limma_1step",0.126624293785311,0.815
"power_size","50",136,"limma_2step",0.104731638418079,0.9265
"power_size","50",136,"limma_1step",0.108968926553672,0.9205
"power_balance","balanced",136,"limma_2step",0.102542372881356,0.9135
"power_balance","balanced",136,"limma_1step",0.10635593220339,0.905
"power_balance","same_imbalance",136,"limma_2step",0.0626412429378531,0.9135
"power_balance","same_imbalance",136,"limma_1step",0.0668785310734463,0.8985
"power_balance","opp_imbalance",136,"limma_2step",0.0813559322033898,0.898
"power_balance","opp_imbalance",136,"limma_1step",0.0906779661016949,0.8965
"power_balance","half_imbalance",136,"limma_2step",0.0971045197740113,0.906
"power_balance","half_imbalance",136,"limma_1step",0.0935028248587571,0.9045
"power_effect","0.3",136,"limma_2step",0.0924435028248588,0.4675
"power_effect","0.3",136,"limma_1step",0.0985169491525424,0.459
"power_effect","0.5",136,"limma_2step",0.095409604519774,0.692
"power_effect","0.5",136,"limma_1step",0.1,0.6785
"power_effect","0.7",136,"limma_2step",0.0981638418079096,0.823
"power_effect","0.7",136,"limma_1step",0.102824858757062,0.8145
"power_effect","1",136,"limma_2step",0.104731638418079,0.9265
"power_effect","1",136,"limma_1step",0.108968926553672,0.9205
