"grid","level","seed","method","Type_I_error","Power"
"typeI_balance","balanced",163,"limma_2step",0.0237623762376238,NA
"typeI_balance","balanced",163,"limma_1step",0.021720297029703,NA
"typeI_balance","same_imbalance",163,"limma_2step",0.0410272277227723,NA
"typeI_balance","same_imbalance",163,"limma_1step",0.0391707920792079,NA
"typeI_balance","opp_imbalance",163,"limma_2step",0.115779702970297,NA
"typeI_balance","opp_imbalance",163,"limma_1step",0.134282178217822,NA
"typeI_balance","half_imbalance",163,"limma_2step",0.0235767326732673,NA
"typeI_balance","half_imbalance",163,"limma_1step",0.0213490099009901,NA
"power_size","5",163,"limma_2step",0.0760593220338983,0.399
"power_size","5",163,"limma_1step",0.0626412429378531,0.4155
"power_size","10",163,"limma_2step",0.0266242937853107,0.5935
"power_size","10",163,"limma_1step",0.022316384180791,0.5925
"power_size","30",163,"limma_2step",0.0228813559322034,0.884
"power_size","30",163,"limma_1step",0.0233757062146893,0.876
"power_size","50",163,"limma_2step",0.0906073446327684,0.9145
"power_size","50",163,"limma_1step",0.0784604519774011,0.914
"power_balance","balanced",163,"limma_2step",0.0894774011299435,0.9005
"power_balance","balanced",163,"limma_1step",0.078319209039548,0.897
"power_balance","same_imbalance",163,"limma_2step",0.0747881355932203,0.9115
"power_balance","same_imbalance",163,"limma_1step",0.0729519774011299,0.8995
"power_balance","opp_imbalance",163,"limma_2step",0.0737994350282486,0.899
"power_balance","opp_imbalance",163,"limma_1step",0.0764830508474576,0.907
"power_balance","half_imbalance",163,"limma_2step",0.0523305084745763,0.921
"power_balance","half_imbalance",163,"limma_1step",0.045409604519774,0.918
"power_effect","0.3",163,"limma_2step",0.0838276836158192,0.4815
"power_effect","0.3",163,"limma_1step",0.0732344632768362,0.469
"power_effect","0.5",163,"limma_2step",0.0855225988700565,0.693
"power_effect","0.5",163,"limma_1step",0.0744350282485876,0.6815
"power_effect","0.7",163,"limma_2step",0.0874293785310735,0.8185
"power_effect","0.7",163,"limma_1step",0.076271186440678,0.8085
"power_effect","1",163,"limma_2step",0.0906073446327684,0.9145
"power_effect","1",163,"limma_1step",0.0784604519774011,0.914
