"grid","level","seed","method","Type_I_error","Power"
"typeI_balance","balanced",191,"limma_2step",0.0868193069306931,NA
"typeI_balance","balanced",191,"limma_1step",0.0849628712871287,NA
"typeI_balance","same_imbalance",191,"limma_2step",0.0700495049504951,NA
"typeI_balance","same_imbalance",191,"limma_1step",0.0709777227722772,NA
"typeI_balance","opp_imbalance",191,"limma_2step",0.0501237623762376,NA
"typeI_balance","opp_imbalance",191,"limma_1step",0.0596534653465347,NA
"typeI_balance","half_imbalance",191,"limma_2step",0.0712871287128713,NA
"typeI_balance","half_imbalance",191,"limma_1step",0.0701732673267327,NA
"power_size","5",191,"limma_2step",0.0583333333333333,0.36
"power_size","5",191,"limma_1step",0.0567090395480226,0.3665
"power_size","10",191,"limma_2step",0.0858757062146893,0.607
"power_size","10",191,"limma_1step",0.0829802259887006,0.6075
"power_size","30",191,"limma_2step",0.034180790960452,0.8745
"power_size","30",191,"limma_1step",0.0340395480225989,0.8655
"power_size","50",191,"limma_2step",0.0153248587570621,0.9535
"power_size","50",191,"limma_1step",0.0122881355932203,0.9515
"power_balance","balanced",191,"limma_2step",0.0139830508474576,0.943
"power_balance","balanced",191,"limma_1step",0.0117937853107345,0.9395
"power_balance","same_imbalance",191,"limma_2step",0.0276129943502825,0.9295
"power_balance","same_imbalance",191,"limma_1step",0.0320621468926554,0.92
"power_balance","opp_imbalance",191,"limma_2step",0.0293079096045198,0.9135
"power_balance","opp_imbalance",191,"limma_1step",0.0310734463276836,0.92
"power_balance","half_imbalance",191,"limma_2step",0.0198446327683616,0.9375
"power_balance","half_imbalance",191,"limma_1step",0.0166666666666667,0.937
"power_effect","0.3",191,"limma_2step",0.0102401129943503,0.4465
"power_effect","0.3",191,"limma_1step",0.0103813559322034,0.428
"power_effect","0.5",191,"limma_2step",0.0110875706214689,0.707
"power_effect","0.5",191,"limma_1step",0.0100282485875706,0.695
"power_effect","0.7",191,"limma_2step",0.0122881355932203,0.8545
"power_effect","0.7",191,"limma_1step",0.0110169491525424,0.838
"power_effect","1",191,"limma_2step",0.0153248587570621,0.9535
"power_effect","1",191,"limma_1step",0.0122881355932203,0.9515
