"grid","level","seed","method","Type_I_error","Power"
"typeI_balance","balanced",177,"limma_2step",0.0400371287128713,NA
"typeI_balance","balanced",177,"limma_1step",0.0400371287128713,NA
"typeI_balance","same_imbalance",177,"limma_2step",0.0699257425742574,NA
"typeI_balance","same_imbalance",177,"limma_1step",0.0725866336633663,NA
"typeI_balance","opp_imbalance",177,"limma_2step",0.0267945544554455,NA
"typeI_balance","opp_imbalance",177,"limma_1step",0.0274752475247525,NA
"typeI_balance","half_imbalance",177,"limma_2step",0.0824257425742574,NA
"typeI_balance","half_imbalance",177,"limma_1step",0.089480198019802,NA
"power_size","5",177,"limma_2step",0.0281779661016949,0.3385
"power_size","5",177,"limma_1step",0.0247175141242938,0.358
"power_size","10",177,"limma_2step",0.0430084745762712,0.579
"power_size","10",177,"limma_1step",0.0416666666666667,0.5775
"power_size","30",177,"limma_2step",0.0495056497175141,0.851
"power_size","30",177,"limma_1step",0.0504237288135593,0.8575
"power_size","50",177,"limma_2step",0.0254237288135593,0.95
"power_size","50",177,"limma_1step",0.0215395480225989,0.95
"power_balance","balanced",177,"limma_2step",0.0239406779661017,0.9385
"power_balance","balanced",177,"limma_1step",0.0206920903954802,0.934
"power_balance","same_imbalance",177,"limma_2step",0.0499293785310734,0.92
"power_balance","same_imbalance",177,"limma_1step",0.0519774011299435,0.9055
"power_balance","opp_imbalance",177,"limma_2step",0.0279661016949153,0.9225
"power_balance","opp_imbalance",177,"limma_1step",0.0240112994350282,0.9265
"power_balance","half_imbalance",177,"limma_2step",0.0465395480225989,0.933
"power_balance","half_imbalance",177,"limma_1step",0.0371468926553672,0.93
"power_effect","0.3",177,"limma_2step",0.0184322033898305,0.411
"power_effect","0.3",177,"limma_1step",0.0163841807909605,0.4025
"power_effect","0.5",177,"limma_2step",0.0188559322033898,0.6735
"power_effect","0.5",177,"limma_1step",0.0180084745762712,0.652
"power_effect","0.7",177,"limma_2step",0.0211158192090395,0.8595
"power_effect","0.7",177,"limma_1step",0.0194209039548023,0.839
"power_effect","1",177,"limma_2step",0.0254237288135593,0.95
"power_effect","1",177,"limma_1step",0.0215395480225989,0.95
