"grid","level","seed","method","Type_I_error","Power"
"typeI_balance","balanced",185,"limma_2step",0.0725866336633663,NA
"typeI_balance","balanced",185,"limma_1step",0.071039603960396,NA
"typeI_balance","same_imbalance",185,"limma_2step",0.0637376237623762,NA
"typeI_balance","same_imbalance",185,"limma_1step",0.0758044554455446,NA
"typeI_balance","opp_imbalance",185,"limma_2step",0.0391707920792079,NA
"typeI_balance","opp_imbalance",185,"limma_1step",0.0452351485148515,NA
"typeI_balance","half_imbalance",185,"limma_2step",0.0995668316831683,NA
"typeI_balance","half_imbalance",185,"limma_1step",0.107425742574257,NA
"power_size","5",185,"limma_2step",0.0812146892655367,0.357
"power_size","5",185,"limma_1step",0.0883474576271186,0.377
"power_size","10",185,"limma_2step",0.0760593220338983,0.6035
"power_size","10",185,"limma_1step",0.0713983050847458,0.623
"power_size","30",185,"limma_2step",0.0597457627118644,0.8525
"power_size","30",185,"limma_1step",0.0481638418079096,0.859
"power_size","50",185,"limma_2step",0.0615819209039548,0.937
"power_size","50",185,"limma_1step",0.0569209039548023,0.9345
"power_balance","balanced",185,"limma_2step",0.0606638418079096,0.9235
"power_balance","balanced",185,"limma_1step",0.0567090395480226,0.92
"power_balance","same_imbalance",185,"limma_2step",0.0475988700564972,0.914
"power_balance","same_imbalance",185,"limma_1step",0.0489406779661017,0.9145
"power_balance","opp_imbalance",185,"limma_2step",0.0423728813559322,0.9065
"power_balance","opp_imbalance",185,"limma_1step",0.0391949152542373,0.9135
"power_balance","half_imbalance",185,"limma_2step",0.0700564971751412,0.9175
"power_balance","half_imbalance",185,"limma_1step",0.0665254237288136,0.9155
"power_effect","0.3",185,"limma_2step",0.0553672316384181,0.466
"power_effect","0.3",185,"limma_1step",0.0528954802259887,0.469
"power_effect","0.5",185,"limma_2step",0.0551553672316384,0.697
"power_effect","0.5",185,"limma_1step",0.0537429378531073,0.6895
"power_effect","0.7",185,"limma_2step",0.0574858757062147,0.839
"power_effect","0.7",185,"limma_1step",0.0549435028248588,0.836
"power_effect","1",185,"limma_2step",0.0615819209039548,0.937
"power_effect","1",185,"limma_1step",0.0569209039548023,0.9345
