"grid","level","seed","method","Type_I_error","Power"
"typeI_balance","balanced",123,"limma_2step",0.0819925742574257,NA
"typeI_balance","balanced",123,"limma_1step",0.0762376237623762,NA
"typeI_balance","same_imbalance",123,"limma_2step",0.0212252475247525,NA
"typeI_balance","same_imbalance",123,"limma_1step",0.0201113861386139,NA
"typeI_balance","opp_imbalance",123,"limma_2step",0.0472772277227723,NA
"typeI_balance","opp_imbalance",123,"limma_1step",0.0553217821782178,NA
"typeI_balance","half_imbalance",123,"limma_2step",0.0350247524752475,NA
"typeI_balance","half_imbalance",123,"limma_1step",0.0341584158415842,NA
"power_size","5",123,"limma_2step",0.013771186440678,0.314
"power_size","5",123,"limma_1step",0.0146892655367232,0.3255
"power_size","10",123,"limma_2step",0.0867937853107345,0.5925
"power_size","10",123,"limma_1step",0.0785310734463277,0.5985
"power_size","30",123,"limma_2step",0.0391242937853107,0.8855
"power_size","30",123,"limma_1step",0.042725988700565,0.8855
"power_size","50",123,"limma_2step",0.0374293785310734,0.9355
"power_size","50",123,"limma_1step",0.0304378531073446,0.9385
"power_balance","balanced",123,"limma_2step",0.0370762711864407,0.928
"power_balance","balanced",123,"limma_1step",0.0305790960451977,0.924
"power_balance","same_imbalance",123,"limma_2step",0.023728813559322,0.9405
"power_balance","same_imbalance",123,"limma_1step",0.0195621468926554,0.9405
"power_balance","opp_imbalance",123,"limma_2step",0.039406779661017,0.9245
"power_balance","opp_imbalance",123,"limma_1step",0.0278954802259887,0.9315
"power_balance","half_imbalance",123,"limma_2step",0.0171610169491525,0.952
"power_balance","half_imbalance",123,"limma_1step",0.0107344632768362,0.942
"power_effect","0.3",123,"limma_2step",0.0355932203389831,0.4545
"power_effect","0.3",123,"limma_1step",0.0293785310734463,0.4355
"power_effect","0.5",123,"limma_2step",0.0353813559322034,0.698
"power_effect","0.5",123,"limma_1step",0.0291666666666667,0.685
"power_effect","0.7",123,"limma_2step",0.0355932203389831,0.835
"power_effect","0.7",123,"limma_1step",0.0287429378531073,0.835
"power_effect","1",123,"limma_2step",0.0374293785310734,0.9355
"power_effect","1",123,"limma_1step",0.0304378531073446,0.9385
