"grid","level","seed","method","Type_I_error","Power"
"typeI_balance","balanced",110,"limma_2step",0.0731435643564356,NA
"typeI_balance","balanced",110,"limma_1step",0.0655940594059406,NA
"typeI_balance","same_imbalance",110,"limma_2step",0.0527846534653465,NA
"typeI_balance","same_imbalance",110,"limma_1step",0.0547648514851485,NA
"typeI_balance","opp_imbalance",110,"limma_2step",0.0436881188118812,NA
"typeI_balance","opp_imbalance",110,"limma_1step",0.0448638613861386,NA
"typeI_balance","half_imbalance",110,"limma_2step",0.0542079207920792,NA
"typeI_balance","half_imbalance",110,"limma_1step",0.0553217821782178,NA
"power_size","5",110,"limma_2step",0.0284604519774011,0.3765
"power_size","5",110,"limma_1step",0.0252118644067797,0.412
"power_size","10",110,"limma_2step",0.072316384180791,0.6095
"power_size","10",110,"limma_1step",0.0626412429378531,0.6255
"power_size","30",110,"limma_2step",0.0293079096045198,0.899
"power_size","30",110,"limma_1step",0.0213276836158192,0.895
"power_size","50",110,"limma_2step",0.0345338983050847,0.9605
"power_size","50",110,"limma_1step",0.0300141242937853,0.948
"power_balance","balanced",110,"limma_2step",0.0334039548022599,0.9495
"power_balance","balanced",110,"limma_1step",0.0294491525423729,0.9395
"power_balance","same_imbalance",110,"limma_2step",0.0394774011299435,0.936
"power_balance","same_imbalance",110,"limma_1step",0.0406779661016949,0.924
"power_balance","opp_imbalance",110,"limma_2step",0.0543785310734463,0.9225
"power_balance","opp_imbalance",110,"limma_1step",0.0504943502824859,0.924
"power_balance","half_imbalance",110,"limma_2step",0.0411016949152542,0.9435
"power_balance","half_imbalance",110,"limma_1step",0.0356638418079096,0.93
"power_effect","0.3",110,"limma_2step",0.0294491525423729,0.4725
"power_effect","0.3",110,"limma_1step",0.0268361581920904,0.4485
"power_effect","0.5",110,"limma_2step",0.0300141242937853,0.717
"power_effect","0.5",110,"limma_1step",0.0273305084745763,0.7005
"power_effect","0.7",110,"limma_2step",0.0312146892655367,0.858
"power_effect","0.7",110,"limma_1step",0.027683615819209,0.8485
"power_effect","1",110,"limma_2step",0.0345338983050847,0.9605
"power_effect","1",110,"limma_1step",0.0300141242937853,0.948
