"grid","level","seed","method","Type_I_error","Power"
"typeI_balance","balanced",116,"limma_2step",0.0501856435643564,NA
"typeI_balance","balanced",116,"limma_1step",0.0426980198019802,NA
"typeI_balance","same_imbalance",116,"limma_2step",0.0337252475247525,NA
"typeI_balance","same_imbalance",116,"limma_1step",0.0370049504950495,NA
"typeI_balance","opp_imbalance",116,"limma_2step",0.0218440594059406,NA
"typeI_balance","opp_imbalance",116,"limma_1step",0.026980198019802,NA
"typeI_balance","half_imbalance",116,"limma_2step",0.0530940594059406,NA
"typeI_balance","half_imbalance",116,"limma_1step",0.0494430693069307,NA
"power_size","5",116,"limma_2step",0.0640536723163842,0.4635
"power_size","5",116,"limma_1step",0.0589689265536723,0.46
"power_size","10",116,"limma_2step",0.0554378531073446,0.5775
"power_size","10",116,"limma_1step",0.0468220338983051,0.5715
"power_size","30",116,"limma_2step",0.0233050847457627,0.869
"power_size","30",116,"limma_1step",0.0201271186440678,0.87
"power_size","50",116,"limma_2step",0.0484463276836158,0.921
"power_size","50",116,"limma_1step",0.0412429378531073,0.917
"power_balance","balanced",116,"limma_2step",0.0468220338983051,0.907
"power_balance","balanced",116,"limma_1step",0.0408898305084746,0.9025
"power_balance","same_imbalance",116,"limma_2step",0.0259887005649717,0.9215
"power_balance","same_imbalance",116,"limma_1step",0.0219632768361582,0.9145
"power_balance","opp_imbalance",116,"limma_2step",0.0709745762711864,0.878
"power_balance","opp_imbalance",116,"limma_1step",0.0724576271186441,0.883
"power_balance","half_imbalance",116,"limma_2step",0.023728813559322,0.9335
"power_balance","half_imbalance",116,"limma_1step",0.0190677966101695,0.934
"power_effect","0.3",116,"limma_2step",0.0415254237288136,0.457
"power_effect","0.3",116,"limma_1step",0.0391949152542373,0.4445
"power_effect","0.5",116,"limma_2step",0.042725988700565,0.6835
"power_effect","0.5",116,"limma_1step",0.0391242937853107,0.6835
"power_effect","0.7",116,"limma_2step",0.0442090395480226,0.8235
"power_effect","0.7",116,"limma_1step",0.0396892655367232,0.822
"power_effect","1",116,"limma_2step",0.0484463276836158,0.921
"power_effect","1",116,"limma_1step",0.0412429378531073,0.917
