"grid","level","seed","method","Type_I_error","Power"
"typeI_balance","balanced",106,"limma_2step",0.0286509900990099,NA
"typeI_balance","balanced",106,"limma_1step",0.0251856435643564,NA
"typeI_balance","same_imbalance",106,"limma_2step",0.0209158415841584,NA
"typeI_balance","same_imbalance",106,"limma_1step",0.0173886138613861,NA
"typeI_balance","opp_imbalance",106,"limma_2step",0.0214108910891089,NA
"typeI_balance","opp_imbalance",106,"limma_1step",0.021039603960396,NA
"typeI_balance","half_imbalance",106,"limma_2step",0.0240717821782178,NA
"typeI_balance","half_imbalance",106,"limma_1step",0.0191212871287129,NA
"power_size","5",106,"limma_2step",0.0356638418079096,0.359
"power_size","5",106,"limma_1step",0.0357344632768362,0.3885
"power_size","10",106,"limma_2step",0.0303672316384181,0.571
"power_size","10",106,"limma_1step",0.0268361581920904,0.5805
"power_size","30",106,"limma_2step",0.0605225988700565,0.854
"power_size","30",106,"limma_1step",0.0421610169491525,0.8475
"power_size","50",106,"limma_2step",0.0386299435028249,0.9505
"power_size","50",106,"limma_1step",0.0318502824858757,0.9495
"power_balance","balanced",106,"limma_2step",0.0383474576271186,0.9425
"power_balance","balanced",106,"limma_1step",0.0315677966101695,0.936
"power_balance","same_imbalance",106,"limma_2step",0.055861581920904,0.928
"power_balance","same_imbalance",106,"limma_1step",0.0497175141242938,0.9165
"power_balance","opp_imbalance",106,"limma_2step",0.0582627118644068,0.905
"power_balance","opp_imbalance",106,"limma_1step",0.048093220338983,0.913
"power_balance","half_imbalance",106,"limma_2step",0.0430790960451977,0.9395
"power_balance","half_imbalance",106,"limma_1step",0.0365112994350282,0.9325
"power_effect","0.3",106,"limma_2step",0.036228813559322,0.4605
"power_effect","0.3",106,"limma_1step",0.0310028248587571,0.4375
"power_effect","0.5",106,"limma_2step",0.0363700564971751,0.7055
"power_effect","0.5",106,"limma_1step",0.0312146892655367,0.685
"power_effect","0.7",106,"limma_2step",0.0367231638418079,0.861
"power_effect","0.7",106,"limma_1step",0.0312853107344633,0.849
"power_effect","1",106,"limma_2step",0.0386299435028249,0.9505
"power_effect","1",106,"limma_1step",0.0318502824858757,0.9495
