"grid","level","seed","method","Type_I_error","Power"
"typeI_balance","balanced",166,"limma_2step",0.0713490099009901,NA
"typeI_balance","balanced",166,"limma_1step",0.0720915841584158,NA
"typeI_balance","same_imbalance",166,"limma_2step",0.042450495049505,NA
"typeI_balance","same_imbalance",166,"limma_1step",0.0400371287128713,NA
"typeI_balance","opp_imbalance",166,"limma_2step",0.0617574257425743,NA
"typeI_balance","opp_imbalance",166,"limma_1step",0.0472772277227723,NA
"typeI_balance","half_imbalance",166,"limma_2step",0.0483910891089109,NA
"typeI_balance","half_imbalance",166,"limma_1step",0.048700495049505,NA
"power_size","5",166,"limma_2step",0.0706920903954802,0.428
"power_size","5",166,"limma_1step",0.0588983050847458,0.4415
"power_size","10",166,"limma_2step",0.0712570621468927,0.578
"power_size","10",166,"limma_1step",0.0707627118644068,0.588
"power_size","30",166,"limma_2step",0.0359463276836158,0.886
"power_size","30",166,"limma_1step",0.0346045197740113,0.885
"power_size","50",166,"limma_2step",0.0406073446327684,0.9345
"power_size","50",166,"limma_1step",0.0403954802259887,0.9215
"power_balance","balanced",166,"limma_2step",0.0399011299435028,0.9195
"power_balance","balanced",166,"limma_1step",0.0397598870056497,0.9065
"power_balance","same_imbalance",166,"limma_2step",0.0699858757062147,0.8975
"power_balance","same_imbalance",166,"limma_1step",0.0766242937853107,0.8815
"power_balance","opp_imbalance",166,"limma_2step",0.0560028248587571,0.8985
"power_balance","opp_imbalance",166,"limma_1step",0.0492231638418079,0.9005
"power_balance","half_imbalance",166,"limma_2step",0.0508474576271186,0.917
"power_balance","half_imbalance",166,"limma_1step",0.0545197740112994,0.903
"power_effect","0.3",166,"limma_2step",0.0354519774011299,0.4395
"power_effect","0.3",166,"limma_1step",0.0362994350282486,0.4425
"power_effect","0.5",166,"limma_2step",0.0367231638418079,0.667
"power_effect","0.5",166,"limma_1step",0.0377824858757062,0.6665
"power_effect","0.7",166,"limma_2step",0.0373587570621469,0.8205
"power_effect","0.7",166,"limma_1step",0.0384180790960452,0.8035
"power_effect","1",166,"limma_2step",0.0406073446327684,0.9345
"power_effect","1",166,"limma_1step",0.0403954802259887,0.9215
