"grid","level","seed","method","Type_I_error","Power"
"typeI_balance","balanced",189,"limma_2step",0.0573638613861386,NA
"typeI_balance","balanced",189,"limma_1step",0.0706683168316832,NA
"typeI_balance","same_imbalance",189,"limma_2step",0.0764851485148515,NA
"typeI_balance","same_imbalance",189,"limma_1step",0.077970297029703,NA
"typeI_balance","opp_imbalance",189,"limma_2step",0.0656559405940594,NA
"typeI_balance","opp_imbalance",189,"limma_1step",0.0923267326732673,NA
"typeI_balance","half_imbalance",189,"limma_2step",0.0815594059405941,NA
"typeI_balance","half_imbalance",189,"limma_1step",0.0808168316831683,NA
"power_size","5",189,"limma_2step",0.0403954802259887,0.3135
"power_size","5",189,"limma_1step",0.0358050847457627,0.331
"power_size","10",189,"limma_2step",0.0602401129943503,0.602
"power_size","10",189,"limma_1step",0.0750706214689266,0.6095
"power_size","30",189,"limma_2step",0.042725988700565,0.8675
"power_size","30",189,"limma_1step",0.0349576271186441,0.871
"power_size","50",189,"limma_2step",0.0360875706214689,0.9265
"power_size","50",189,"limma_1step",0.0348870056497175,0.9185
"power_balance","balanced",189,"limma_2step",0.0353813559322034,0.9125
"power_balance","balanced",189,"limma_1step",0.0345338983050847,0.902
"power_balance","same_imbalance",189,"limma_2step",0.052683615819209,0.8895
"power_balance","same_imbalance",189,"limma_1step",0.0502118644067797,0.881
"power_balance","opp_imbalance",189,"limma_2step",0.0644067796610169,0.8795
"power_balance","opp_imbalance",189,"limma_1step",0.0533898305084746,0.8855
"power_balance","half_imbalance",189,"limma_2step",0.0546610169491525,0.902
"power_balance","half_imbalance",189,"limma_1step",0.0619350282485876,0.8895
"power_effect","0.3",189,"limma_2step",0.0331214689265537,0.459
"power_effect","0.3",189,"limma_1step",0.0314971751412429,0.4375
"power_effect","0.5",189,"limma_2step",0.0334745762711864,0.6915
"power_effect","0.5",189,"limma_1step",0.0319209039548023,0.6885
"power_effect","0.7",189,"limma_2step",0.034180790960452,0.8235
"power_effect","0.7",189,"limma_1step",0.0328389830508475,0.824
"power_effect","1",189,"limma_2step",0.0360875706214689,0.9265
"power_effect","1",189,"limma_1step",0.0348870056497175,0.9185
