"grid","level","seed","method","Type_I_error","Power"
"typeI_balance","balanced",147,"limma_2step",0.0401608910891089,NA
"typeI_balance","balanced",147,"limma_1step",0.0380569306930693,NA
"typeI_balance","same_imbalance",147,"limma_2step",0.0261138613861386,NA
"typeI_balance","same_imbalance",147,"limma_1step",0.0211633663366337,NA
"typeI_balance","opp_imbalance",147,"limma_2step",0.0363242574257426,NA
"typeI_balance","opp_imbalance",147,"limma_1step",0.0316831683168317,NA
"typeI_balance","half_imbalance",147,"limma_2step",0.0258663366336634,NA
"typeI_balance","half_imbalance",147,"limma_1step",0.0220915841584158,NA
"power_size","5",147,"limma_2step",0.0247881355932203,0.3495
"power_size","5",147,"limma_1step",0.0222457627118644,0.363
"power_size","10",147,"limma_2step",0.0399717514124294,0.5735
"power_size","10",147,"limma_1step",0.036864406779661,0.573
"power_size","30",147,"limma_2step",0.0921610169491525,0.845
"power_size","30",147,"limma_1step",0.0767655367231638,0.849
"power_size","50",147,"limma_2step",0.0625,0.9395
"power_size","50",147,"limma_1step",0.0641242937853107,0.9325
"power_balance","balanced",147,"limma_2step",0.0612994350282486,0.927
"power_balance","balanced",147,"limma_1step",0.0634180790960452,0.915
"power_balance","same_imbalance",147,"limma_2step",0.0627824858757062,0.916
"power_balance","same_imbalance",147,"limma_1step",0.0532485875706215,0.9125
"power_balance","opp_imbalance",147,"limma_2step",0.0449152542372881,0.9
"power_balance","opp_imbalance",147,"limma_1step",0.0431497175141243,0.904
"power_balance","half_imbalance",147,"limma_2step",0.0854519774011299,0.9145
"power_balance","half_imbalance",147,"limma_1step",0.0777542372881356,0.9125
"power_effect","0.3",147,"limma_2step",0.055861581920904,0.456
"power_effect","0.3",147,"limma_1step",0.0590395480225989,0.4535
"power_effect","0.5",147,"limma_2step",0.0569209039548023,0.695
"power_effect","0.5",147,"limma_1step",0.0595338983050847,0.678
"power_effect","0.7",147,"limma_2step",0.0584745762711864,0.83
"power_effect","0.7",147,"limma_1step",0.0610875706214689,0.818
"power_effect","1",147,"limma_2step",0.0625,0.9395
"power_effect","1",147,"limma_1step",0.0641242937853107,0.9325
